clean_name,singer_id,technique,group,gt_lyrics,asr_hypothesis,wer,per
EN-Tenor-1__pharyngeal__technique__0001,EN-Tenor-1,pharyngeal,technique,i will love you unconditionally <AP>,oh do you need more is there something else you're searching for,2.4,1.5454545454545454
EN-Tenor-1__pharyngeal__technique__0000,EN-Tenor-1,pharyngeal,technique,unconditional <AP> unconditionally <AP>,tell me something girl are you happy in this modern world,5.5,1.24
EN-Tenor-1__pharyngeal__technique__0003,EN-Tenor-1,pharyngeal,technique,i will love you <AP> unconditionally,ending the bad times i fear myself tell me something boy,2.0,1.5909090909090908
EN-Tenor-1__pharyngeal__control__0002,EN-Tenor-1,pharyngeal,control,vanished when i saw your face <AP> all i can say is it was <AP>,i'm falling in all the good times i find myself for longing for change,1.0,1.2727272727272727
EN-Tenor-1__pharyngeal__control__0007,EN-Tenor-1,pharyngeal,control,don't you let it go i'm wonderstruck <AP> dancing around all alone <AP>,don't you let it go i'm wonderstruck dancin' all alone,0.18181818181818182,0.0975609756097561
EN-Tenor-1__pharyngeal__control__0005,EN-Tenor-1,pharyngeal,control,i'm wonderstruck <AP> blushing all the way home <AP> i'll spend forever <AP>,and the hokey pen is so hawkore i'm falling,1.0,0.8717948717948718
EN-Tenor-1__pharyngeal__control__0004,EN-Tenor-1,pharyngeal,control,this night is sparkling <AP> don't you let it go <AP>,i'm too tired tryna fill the void oh don't you need more,1.2222222222222223,0.9310344827586207
EN-Tenor-1__pharyngeal__control__0008,EN-Tenor-1,pharyngeal,control,i'll spend forever <AP> wondering if you knew i was enchanted to meet <AP> you <SP>,i've spent forever wondering if you knew i was in chile to meet you,0.3076923076923077,0.20454545454545456
EN-Tenor-1__pharyngeal__control__0001,EN-Tenor-1,pharyngeal,control,same old tired lonely place <AP> walls of insincerity shifting eyes and vacancy <AP>,oh do you need more is there something else you're searching for,1.0,0.8727272727272727
EN-Tenor-1__pharyngeal__control__0000,EN-Tenor-1,pharyngeal,control,there i was again tonight forcing laughter faking smiles <AP>,tell me something girl are you happy in this modern world,1.2222222222222223,0.9459459459459459
EN-Tenor-1__pharyngeal__control__0003,EN-Tenor-1,pharyngeal,control,enchanting to meet <AP> you <SP>,ending the bad times i fear myself tell me something boy,2.75,2.066666666666667
EN-Tenor-1__pharyngeal__control__0006,EN-Tenor-1,pharyngeal,control,wondering if you knew <AP> this night is flawless <AP>,in all the good times i find myself alone for change in the bad times i fear myself,2.25,1.7407407407407407
EN-Tenor-1__pharyngeal__technique__0002,EN-Tenor-1,pharyngeal,technique,vanished when i saw your face <AP> all i can say is it was <AP>,i'm falling in all the good times i find myself for longing for change,1.0,1.2727272727272727
EN-Tenor-1__pharyngeal__technique__0007,EN-Tenor-1,pharyngeal,technique,don't you let it go <AP> i'm wonderstruck <AP> dancing around all alone <SP>,don't you let it go i'm wonderstruck dancin' all alone,0.18181818181818182,0.0975609756097561
EN-Tenor-1__pharyngeal__technique__0005,EN-Tenor-1,pharyngeal,technique,i'm wonderstruck <SP> blushing all the way home <AP> i'll spend forever <AP>,and the hokey pen is so hawkore i'm falling,1.0,0.8717948717948718
EN-Tenor-1__pharyngeal__technique__0004,EN-Tenor-1,pharyngeal,technique,this night is sparkling <SP> don't you let it go <SP>,i'm too tired tryna fill the void oh don't you need more,1.2222222222222223,0.9310344827586207
EN-Tenor-1__pharyngeal__technique__0008,EN-Tenor-1,pharyngeal,technique,i'll spend forever <AP> wondering if you knew i was enchanted to meet <AP> you <SP>,i've spent forever wondering if you knew i was in chile to meet you,0.3076923076923077,0.20454545454545456
EN-Tenor-1__pharyngeal__technique__0001,EN-Tenor-1,pharyngeal,technique,same old tired lonely place <AP> walls of insincerity shifting eyes and vacancy <AP>,oh do you need more is there something else you're searching for,1.0,0.8727272727272727
EN-Tenor-1__pharyngeal__technique__0000,EN-Tenor-1,pharyngeal,technique,there i was again tonight forcing laughter faking smiles <AP>,tell me something girl are you happy in this modern world,1.2222222222222223,0.9459459459459459
EN-Tenor-1__pharyngeal__technique__0003,EN-Tenor-1,pharyngeal,technique,enchanting to meet <AP> you,ending the bad times i fear myself tell me something boy,2.75,2.066666666666667
EN-Tenor-1__pharyngeal__technique__0006,EN-Tenor-1,pharyngeal,technique,wondering if you knew <SP> this night is flawless <AP>,in all the good times i find myself alone for change in the bad times i fear myself,2.25,1.7407407407407407
EN-Tenor-1__pharyngeal__control__0002,EN-Tenor-1,pharyngeal,control,i guess you didn't care <SP> and i guess i liked that <AP> and when i fell hard <AP> you took a step back <SP>,i'm falling in all the good times i find myself for longing for change,0.9523809523809523,0.8596491228070176
EN-Tenor-1__pharyngeal__control__0007,EN-Tenor-1,pharyngeal,control,now i'm lying on the cold hard ground <SP> trouble trouble trouble <SP>,don't you let it go i'm wonderstruck dancin' all alone,1.0,0.8837209302325582
EN-Tenor-1__pharyngeal__control__0005,EN-Tenor-1,pharyngeal,control,<SP> i knew you were trouble when you walked in <SP> so shame on me now flew me to places i'd never been <SP>,and the hokey pen is so hawkore i'm falling,0.9523809523809523,0.8771929824561403
EN-Tenor-1__pharyngeal__control__0004,EN-Tenor-1,pharyngeal,control,and he's long gone when he's next to me <SP> and i realize the blame is on me,i'm too tired tryna fill the void oh don't you need more,1.0,0.9166666666666666
EN-Tenor-1__pharyngeal__control__0008,EN-Tenor-1,pharyngeal,control,trouble trouble trouble <SP> and the saddest fear <SP> comes creeping in that you never loved me <SP> or her or anyone <SP> or anything,i've spent forever wondering if you knew i was in chile to meet you,0.9523809523809523,0.8734177215189873
EN-Tenor-1__pharyngeal__control__0001,EN-Tenor-1,pharyngeal,control,you found me <AP> you found me <AP> you found me <SP>,oh do you need more is there something else you're searching for,1.2222222222222223,1.25
EN-Tenor-1__pharyngeal__control__0000,EN-Tenor-1,pharyngeal,control,<SP> once upon a time a few mistakes ago <SP> i was in your sights <SP> you got me alone <SP>,tell me something girl are you happy in this modern world,0.9411764705882353,0.88
EN-Tenor-1__pharyngeal__control__0003,EN-Tenor-1,pharyngeal,control,without me <SP> without me <AP> without me <SP>,ending the bad times i fear myself tell me something boy,1.6666666666666667,1.4285714285714286
EN-Tenor-1__pharyngeal__control__0006,EN-Tenor-1,pharyngeal,control,til you put me down oh i knew you were trouble when you walked in so shame on me now flew me to places i'd never been <SP>,in all the good times i find myself alone for change in the bad times i fear myself,0.9259259259259259,0.8309859154929577
EN-Tenor-1__pharyngeal__technique__0002,EN-Tenor-1,pharyngeal,technique,i guess you didn't care <AP> and i guess i liked that <AP> and when i fell hard <AP> you took a step back <AP>,i'm falling in all the good times i find myself for longing for change,0.9523809523809523,0.8596491228070176
EN-Tenor-1__pharyngeal__technique__0007,EN-Tenor-1,pharyngeal,technique,now i'm lying on the cold hard ground <SP> trouble trouble trouble <SP>,don't you let it go i'm wonderstruck dancin' all alone,1.0,0.8837209302325582
EN-Tenor-1__pharyngeal__technique__0005,EN-Tenor-1,pharyngeal,technique,i knew you were trouble when you walked in <SP> so shame on me now flew me to places i'd never been <SP>,and the hokey pen is so hawkore i'm falling,0.9523809523809523,0.8771929824561403
EN-Tenor-1__pharyngeal__technique__0004,EN-Tenor-1,pharyngeal,technique,and he's long gone <AP> when he's next to me <AP> and i realize <AP> the blame is on me,i'm too tired tryna fill the void oh don't you need more,1.0,0.9166666666666666
EN-Tenor-1__pharyngeal__technique__0008,EN-Tenor-1,pharyngeal,technique,trouble trouble trouble <SP> and the saddest fear <SP> comes creeping in <SP> that you never loved me <SP> or her <AP> or anyone <SP> or anything,i've spent forever wondering if you knew i was in chile to meet you,0.9523809523809523,0.8734177215189873
EN-Tenor-1__pharyngeal__technique__0001,EN-Tenor-1,pharyngeal,technique,you found me <SP> you found me <SP> you found me,oh do you need more is there something else you're searching for,1.2222222222222223,1.25
EN-Tenor-1__pharyngeal__technique__0000,EN-Tenor-1,pharyngeal,technique,<SP> once upon a time a few mistakes ago i was in your sights you got me alone <AP>,tell me something girl are you happy in this modern world,0.9411764705882353,0.88
EN-Tenor-1__pharyngeal__technique__0003,EN-Tenor-1,pharyngeal,technique,without me <AP> without me <AP> without me <SP>,ending the bad times i fear myself tell me something boy,1.6666666666666667,1.4285714285714286
EN-Tenor-1__pharyngeal__technique__0006,EN-Tenor-1,pharyngeal,technique,til you put me down oh i knew you were trouble when you walked in <SP> so shame on me now flew me to places i'd never been,in all the good times i find myself alone for change in the bad times i fear myself,0.9259259259259259,0.8309859154929577
EN-Tenor-1__pharyngeal__control__0002,EN-Tenor-1,pharyngeal,control,i remember you said <AP> sometimes it lasts in love but sometimes it <AP> hurts instead <SP>,i'm falling in all the good times i find myself for longing for change,1.0,0.8888888888888888
EN-Tenor-1__pharyngeal__control__0007,EN-Tenor-1,pharyngeal,control,why are you so shy <AP> ain't like you to hold back <AP> or hide from the light <SP>,don't you let it go i'm wonderstruck dancin' all alone,0.9375,0.8536585365853658
EN-Tenor-1__pharyngeal__control__0005,EN-Tenor-1,pharyngeal,control,that your dreams came true <AP> guess she gave you things <AP>,and the hokey pen is so hawkore i'm falling,1.0,0.967741935483871
EN-Tenor-1__pharyngeal__control__0004,EN-Tenor-1,pharyngeal,control,found a girl and you're <AP> married now i heard <AP>,i'm too tired tryna fill the void oh don't you need more,1.3333333333333333,1.16
EN-Tenor-1__pharyngeal__control__0001,EN-Tenor-1,pharyngeal,control,for you too <AP> don't forget me i beg <AP>,oh do you need more is there something else you're searching for,1.375,1.3636363636363635
EN-Tenor-1__pharyngeal__control__0000,EN-Tenor-1,pharyngeal,control,<SP> never mind i'll find <AP> someone like you i wish nothing but the best <AP>,tell me something girl are you happy in this modern world,0.9230769230769231,0.8604651162790697
EN-Tenor-1__pharyngeal__control__0003,EN-Tenor-1,pharyngeal,control,<SP> i heard that you've <AP> settled down that you <AP>,ending the bad times i fear myself tell me something boy,1.375,1.25
EN-Tenor-1__pharyngeal__control__0006,EN-Tenor-1,pharyngeal,control,i didn't give to you <AP> old friend <AP>,in all the good times i find myself alone for change in the bad times i fear myself,2.4285714285714284,2.1818181818181817
EN-Tenor-1__pharyngeal__technique__0002,EN-Tenor-1,pharyngeal,technique,i remember you said <AP> sometimes it lasts in love but sometimes it <AP> hurts instead <SP>,i'm falling in all the good times i find myself for longing for change,1.0,0.8888888888888888
EN-Tenor-1__pharyngeal__technique__0007,EN-Tenor-1,pharyngeal,technique,why are you so shy <SP> ain't like you to hold back <SP> or hide from the light <SP>,don't you let it go i'm wonderstruck dancin' all alone,0.9375,0.8536585365853658
EN-Tenor-1__pharyngeal__technique__0005,EN-Tenor-1,pharyngeal,technique,that your dreams came true <AP> guess she gave you things <AP>,and the hokey pen is so hawkore i'm falling,1.0,0.967741935483871
EN-Tenor-1__pharyngeal__technique__0004,EN-Tenor-1,pharyngeal,technique,found a girl and you're <SP> married now i heard,i'm too tired tryna fill the void oh don't you need more,1.3333333333333333,1.16
EN-Tenor-1__pharyngeal__technique__0001,EN-Tenor-1,pharyngeal,technique,for you too <AP> don't forget me <SP> i beg <SP>,oh do you need more is there something else you're searching for,1.375,1.3636363636363635
EN-Tenor-1__pharyngeal__technique__0000,EN-Tenor-1,pharyngeal,technique,<SP> never mind i'll find <SP> someone like you <AP> i wish nothing but the best <AP>,tell me something girl are you happy in this modern world,0.9230769230769231,0.8604651162790697
EN-Tenor-1__pharyngeal__technique__0003,EN-Tenor-1,pharyngeal,technique,i heard that you've <SP> settled down that you <SP>,ending the bad times i fear myself tell me something boy,1.375,1.25
EN-Tenor-1__pharyngeal__technique__0006,EN-Tenor-1,pharyngeal,technique,i didn't give to you <SP> old friend <SP>,in all the good times i find myself alone for change in the bad times i fear myself,2.4285714285714284,2.1818181818181817
EN-Tenor-1__pharyngeal__control__0002,EN-Tenor-1,pharyngeal,control,about a million reasons <SP> if i had a highway i would run for the hills <AP> if you could find a driveway i'd forever be still <SP>,i'm falling in all the good times i find myself for longing for change,0.92,0.8533333333333334
EN-Tenor-1__pharyngeal__control__0007,EN-Tenor-1,pharyngeal,control,but baby i just need one good one to stay baby i'm bleedin bleedin ehh can't you give me what i'm needin needin <SP>,don't you let it go i'm wonderstruck dancin' all alone,0.9565217391304348,0.84
EN-Tenor-1__pharyngeal__control__0005,EN-Tenor-1,pharyngeal,control,lord show me the way <AP> to cut through all his worn out leather <SP>,and the hokey pen is so hawkore i'm falling,0.9230769230769231,0.8571428571428571
EN-Tenor-1__pharyngeal__control__0004,EN-Tenor-1,pharyngeal,control,i bow down to pray <AP> i try to make the worst seem better <SP>,i'm too tired tryna fill the void oh don't you need more,1.0,0.9393939393939394
EN-Tenor-1__pharyngeal__control__0008,EN-Tenor-1,pharyngeal,control,every heartbreak makes it hard to keep the faith but baby i just need one good one good one good one good one good one good one,i've spent forever wondering if you knew i was in chile to meet you,0.9629629629629629,0.872093023255814
EN-Tenor-1__pharyngeal__control__0001,EN-Tenor-1,pharyngeal,control,you're givin me a million reasons <SP> give me a million reasons givin me a million reasons <AP>,oh do you need more is there something else you're searching for,1.0,0.8360655737704918
EN-Tenor-1__pharyngeal__control__0000,EN-Tenor-1,pharyngeal,control,you're giving me a million reasons to let you go <AP> you're giving me a million reasons to quit the show <SP>,tell me something girl are you happy in this modern world,0.9,0.8615384615384616
EN-Tenor-1__pharyngeal__control__0003,EN-Tenor-1,pharyngeal,control,but you're giving me a million reasons <SP> give me a million reasons givin me a million reasons <AP> about a million reasons <SP>,ending the bad times i fear myself tell me something boy,0.9523809523809523,0.8765432098765432
EN-Tenor-1__pharyngeal__control__0006,EN-Tenor-1,pharyngeal,control,i've got a hundred million reasons to walk away <SP>,in all the good times i find myself alone for change in the bad times i fear myself,2.0,1.393939393939394
EN-Tenor-1__pharyngeal__technique__0002,EN-Tenor-1,pharyngeal,technique,about a million reasons <SP> if i had a highway i would run for the hills <AP> if you could find a driveway i'd forever be still <SP>,i'm falling in all the good times i find myself for longing for change,0.92,0.8533333333333334
EN-Tenor-1__pharyngeal__technique__0007,EN-Tenor-1,pharyngeal,technique,but baby i just need one good one to stay <SP> baby i'm bleedin bleedin ehh <SP> can't you give me what i'm needin needin <SP>,don't you let it go i'm wonderstruck dancin' all alone,0.9565217391304348,0.84
EN-Tenor-1__pharyngeal__technique__0005,EN-Tenor-1,pharyngeal,technique,lord show me the way <AP> to cut through all his worn out leather <SP>,and the hokey pen is so hawkore i'm falling,0.9230769230769231,0.8571428571428571
EN-Tenor-1__pharyngeal__technique__0004,EN-Tenor-1,pharyngeal,technique,i bow down to pray <AP> i try to make the worst seem better <SP>,i'm too tired tryna fill the void oh don't you need more,1.0,0.9393939393939394
EN-Tenor-1__pharyngeal__technique__0008,EN-Tenor-1,pharyngeal,technique,every heartbreak makes it hard to keep the faith <SP> but baby i just need one good one good one good one good one good one good one,i've spent forever wondering if you knew i was in chile to meet you,0.9629629629629629,0.872093023255814
EN-Tenor-1__pharyngeal__technique__0001,EN-Tenor-1,pharyngeal,technique,you're givin me a million reasons <AP> give me a million reasons givin me a million reasons <AP>,oh do you need more is there something else you're searching for,1.0,0.8360655737704918
EN-Tenor-1__pharyngeal__technique__0000,EN-Tenor-1,pharyngeal,technique,you're giving me a million reasons to let you go <AP> you're giving me a million reasons to quit the show <AP>,tell me something girl are you happy in this modern world,0.9,0.8615384615384616
EN-Tenor-1__pharyngeal__technique__0003,EN-Tenor-1,pharyngeal,technique,but you're giving me a million reasons <AP> give me a million reasons givin me a million reasons <AP> about a million reasons <SP>,ending the bad times i fear myself tell me something boy,0.9523809523809523,0.8765432098765432
EN-Tenor-1__pharyngeal__technique__0006,EN-Tenor-1,pharyngeal,technique,i've got a hundred million reasons to walk away <SP>,in all the good times i find myself alone for change in the bad times i fear myself,2.0,1.393939393939394
EN-Tenor-1__pharyngeal__control__0002,EN-Tenor-1,pharyngeal,control,just play pretend <AP> like we're not scared of what is coming next <AP>,i'm falling in all the good times i find myself for longing for change,1.1666666666666667,1.0
EN-Tenor-1__pharyngeal__control__0007,EN-Tenor-1,pharyngeal,control,give me a memory i can use <AP>,don't you let it go i'm wonderstruck dancin' all alone,1.4285714285714286,1.7222222222222223
EN-Tenor-1__pharyngeal__control__0005,EN-Tenor-1,pharyngeal,control,this is my last night with you <AP>,and the hokey pen is so hawkore i'm falling,1.2857142857142858,1.3157894736842106
EN-Tenor-1__pharyngeal__control__0004,EN-Tenor-1,pharyngeal,control,<SP> all i ask <AP> is if <AP>,i'm too tired tryna fill the void oh don't you need more,2.4,3.2
EN-Tenor-1__pharyngeal__control__0008,EN-Tenor-1,pharyngeal,control,take me by the hand while we do what lovers do <AP> it matters how this ends <SP>,i've spent forever wondering if you knew i was in chile to meet you,1.0,0.9565217391304348
EN-Tenor-1__pharyngeal__control__0001,EN-Tenor-1,pharyngeal,control,they've all been said before you know <AP> so why don't we <AP>,oh do you need more is there something else you're searching for,1.0909090909090908,1.1333333333333333
EN-Tenor-1__pharyngeal__control__0000,EN-Tenor-1,pharyngeal,control,<SP> i will leave <AP> my heart at the door <AP> i won't say a word <AP>,tell me something girl are you happy in this modern world,1.0,0.9354838709677419
EN-Tenor-1__pharyngeal__control__0003,EN-Tenor-1,pharyngeal,control,or scared of having <AP> nothing left look don't <AP> get me wrong i know <AP> there is no tomorrow <SP>,ending the bad times i fear myself tell me something boy,0.9411764705882353,0.8703703703703703
EN-Tenor-1__pharyngeal__control__0006,EN-Tenor-1,pharyngeal,control,hold me like i'm more than just a friend <AP>,in all the good times i find myself alone for change in the bad times i fear myself,2.0,1.5925925925925926
EN-Tenor-1__pharyngeal__technique__0002,EN-Tenor-1,pharyngeal,technique,just play pretend <SP> like we're not scared of what is coming next <AP>,i'm falling in all the good times i find myself for longing for change,1.1666666666666667,1.0
EN-Tenor-1__pharyngeal__technique__0007,EN-Tenor-1,pharyngeal,technique,give me a memory i can use <AP>,don't you let it go i'm wonderstruck dancin' all alone,1.4285714285714286,1.7222222222222223
EN-Tenor-1__pharyngeal__technique__0005,EN-Tenor-1,pharyngeal,technique,this is my last night with you <SP>,and the hokey pen is so hawkore i'm falling,1.2857142857142858,1.3157894736842106
EN-Tenor-1__pharyngeal__technique__0004,EN-Tenor-1,pharyngeal,technique,<SP> all i ask is if <SP>,i'm too tired tryna fill the void oh don't you need more,2.4,3.2
EN-Tenor-1__pharyngeal__technique__0008,EN-Tenor-1,pharyngeal,technique,take me by the hand while we do <AP> what lovers do <AP> it matters how this ends <SP>,i've spent forever wondering if you knew i was in chile to meet you,1.0,0.9565217391304348
EN-Tenor-1__pharyngeal__technique__0001,EN-Tenor-1,pharyngeal,technique,they've all been said before you know <SP> so why don't we <SP>,oh do you need more is there something else you're searching for,1.0909090909090908,1.1333333333333333
EN-Tenor-1__pharyngeal__technique__0000,EN-Tenor-1,pharyngeal,technique,<SP> i will leave my heart at the door <SP> i won't say a word <SP>,tell me something girl are you happy in this modern world,1.0,0.9354838709677419
EN-Tenor-1__pharyngeal__technique__0003,EN-Tenor-1,pharyngeal,technique,or scared of having nothing left look don't <AP> get me wrong i know <SP> there is no tomorrow,ending the bad times i fear myself tell me something boy,0.9411764705882353,0.8703703703703703
EN-Tenor-1__pharyngeal__technique__0006,EN-Tenor-1,pharyngeal,technique,hold me like i'm more than just a friend <AP>,in all the good times i find myself alone for change in the bad times i fear myself,2.0,1.5925925925925926
EN-Tenor-1__pharyngeal__control__0010,EN-Tenor-1,pharyngeal,control,when the sun goes down and the band won't play i'll always <AP>,and the sun goes down and the band won't play i always,0.16666666666666666,0.13513513513513514
EN-Tenor-1__pharyngeal__control__0002,EN-Tenor-1,pharyngeal,control,like california gold <AP> you found the light in me that i couldn't find,i'm falling in all the good times i find myself for longing for change,1.0769230769230769,0.9148936170212766
EN-Tenor-1__pharyngeal__control__0011,EN-Tenor-1,pharyngeal,control,remember us <AP> this way <AP> way <SP>,remember us this way way,0.0,0.0
EN-Tenor-1__pharyngeal__control__0007,EN-Tenor-1,pharyngeal,control,i'll always <AP> remember us this way <AP>,don't you let it go i'm wonderstruck dancin' all alone,1.6666666666666667,1.5714285714285714
EN-Tenor-1__pharyngeal__control__0005,EN-Tenor-1,pharyngeal,control,every time we say goodbye baby it hurts <SP>,and the hokey pen is so hawkore i'm falling,1.125,1.0384615384615385
EN-Tenor-1__pharyngeal__control__0004,EN-Tenor-1,pharyngeal,control,the part of me that's you will never die so when i'm all choked up but i can't find the words <AP>,i'm too tired tryna fill the void oh don't you need more,1.0,0.8275862068965517
EN-Tenor-1__pharyngeal__control__0012,EN-Tenor-1,pharyngeal,control,when you look at me <AP> and the whole world fades <AP>,when you look at me and the whole world fades,0.0,0.0
EN-Tenor-1__pharyngeal__control__0008,EN-Tenor-1,pharyngeal,control,oh yeah <SP> i don't wanna be just a memory baby yeah <SP>,i've spent forever wondering if you knew i was in chile to meet you,1.2727272727272727,1.2333333333333334
EN-Tenor-1__pharyngeal__control__0009,EN-Tenor-1,pharyngeal,control,so when i'm all choked up <AP> but i can't find the words every time we say goodbye baby it hurts <SP>,so when i'm all choked up and i can't find the words every time we say goodbye baby it hurts,0.05,0.05084745762711865
EN-Tenor-1__pharyngeal__control__0001,EN-Tenor-1,pharyngeal,control,i wanna catch on fire <SP> it's buried in my soul <SP>,oh do you need more is there something else you're searching for,1.2,1.2142857142857142
EN-Tenor-1__pharyngeal__control__0000,EN-Tenor-1,pharyngeal,control,that arizona sky <SP> burning in your eyes <SP> you look at me and babe <SP>,tell me something girl are you happy in this modern world,0.9230769230769231,0.9
EN-Tenor-1__pharyngeal__control__0013,EN-Tenor-1,pharyngeal,control,i'll always <SP> remember us this way <SP>,i always remember us this way,0.16666666666666666,0.09523809523809523
EN-Tenor-1__pharyngeal__control__0003,EN-Tenor-1,pharyngeal,control,but all i really know <AP> you're where i wanna go <AP>,ending the bad times i fear myself tell me something boy,1.1,1.28
EN-Tenor-1__pharyngeal__control__0006,EN-Tenor-1,pharyngeal,control,when the sun goes down <AP> and the band won't play <AP>,in all the good times i find myself alone for change in the bad times i fear myself,1.6,1.5
EN-Tenor-1__pharyngeal__technique__0010,EN-Tenor-1,pharyngeal,technique,when the sun goes down <AP> and the band won't play <SP> i'll always,and the sun goes down and the band won't play i always,0.16666666666666666,0.13513513513513514
EN-Tenor-1__pharyngeal__technique__0002,EN-Tenor-1,pharyngeal,technique,like california gold <AP> you found the light in me that i couldn't find,i'm falling in all the good times i find myself for longing for change,1.0769230769230769,0.9148936170212766
EN-Tenor-1__pharyngeal__technique__0011,EN-Tenor-1,pharyngeal,technique,remember us <AP> this way <SP> way,remember us this way way,0.0,0.0
EN-Tenor-1__pharyngeal__technique__0007,EN-Tenor-1,pharyngeal,technique,i'll always remember us this way <SP>,don't you let it go i'm wonderstruck dancin' all alone,1.6666666666666667,1.5714285714285714
EN-Tenor-1__pharyngeal__technique__0005,EN-Tenor-1,pharyngeal,technique,every time we say goodbye baby it hurts,and the hokey pen is so hawkore i'm falling,1.125,1.0384615384615385
EN-Tenor-1__pharyngeal__technique__0004,EN-Tenor-1,pharyngeal,technique,the part of me that's you will never die so when i'm all choked up but i can't find the words,i'm too tired tryna fill the void oh don't you need more,1.0,0.8275862068965517
EN-Tenor-1__pharyngeal__technique__0012,EN-Tenor-1,pharyngeal,technique,when you look at me <AP> and the whole world fades <AP>,when you look at me and the whole world fades,0.0,0.0
EN-Tenor-1__pharyngeal__technique__0008,EN-Tenor-1,pharyngeal,technique,oh yeah <AP> i don't wanna be just a memory baby yeah <SP>,i've spent forever wondering if you knew i was in chile to meet you,1.2727272727272727,1.2333333333333334
EN-Tenor-1__pharyngeal__technique__0009,EN-Tenor-1,pharyngeal,technique,so when i'm all choked up but i can't find the words <AP> every time we say goodbye baby it hurts,so when i'm all choked up and i can't find the words every time we say goodbye baby it hurts,0.05,0.05084745762711865
EN-Tenor-1__pharyngeal__technique__0001,EN-Tenor-1,pharyngeal,technique,i wanna catch on fire <AP> it's buried in my soul,oh do you need more is there something else you're searching for,1.2,1.2142857142857142
