singer_id,technique,atlas_group,group_folder,song,wav_path,gt_lyrics,gt_lyrics_clean,asr_hypothesis,asr_hypothesis_raw,transcription_time_s,model
EN-Alto-1,vibrato,technique,Vibrato_Group,if you love me for me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0001.wav,you're a gentle one said she in my heart,youre a gentle one said she in my heart,You were gentle once at sea In my heart,You were gentle once at sea In my heart,0.3717985153198242,small
EN-Alto-1,vibrato,technique,Vibrato_Group,if you love me for me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0000.wav,once a lass met a lad,once a lass met a lad,mogu,mogu,1.725541591644287,small
EN-Alto-1,vibrato,technique,Vibrato_Group,if you love me for me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0008.wav,hope will blossom by believing <AP> the heart will lies within,hope will blossom by believing the heart will lies within,Hope will blossom by believing The heart will rise with thee,Hope will blossom by believing The heart will rise with thee,0.422360897064209,small
EN-Alto-1,vibrato,technique,Vibrato_Group,if you love me for me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0009.wav,<AP> i'll be yours together,ill be yours together,I'll be yours together,I'll be yours together,0.2684192657470703,small
EN-Alto-1,vibrato,control,Control_Group,edelweiss,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Control_Group/0004.wav,blossom of snow may you bloom and grow,blossom of snow may you bloom and grow,Blossom snow may you bloom and grow,Blossom snow may you bloom and grow,0.36357784271240234,small
EN-Alto-1,vibrato,control,Control_Group,edelweiss,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Control_Group/0005.wav,bloom and grow forever <AP>,bloom and grow forever,Bloom and grow forever,Bloom and grow forever,0.2511565685272217,small
EN-Alto-1,vibrato,control,Control_Group,edelweiss,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Control_Group/0007.wav,bless my homeland forever,bless my homeland forever,Bless my homeland forever,Bless my homeland forever,0.2605149745941162,small
EN-Alto-1,vibrato,control,Control_Group,edelweiss,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Control_Group/0006.wav,edelweiss <AP> edelweiss,edelweiss edelweiss,"At the wise, at the wise","At the wise, at the wise",0.3046407699584961,small
EN-Alto-1,vibrato,control,Control_Group,edelweiss,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Control_Group/0002.wav,small and white <AP> clean and bright,small and white clean and bright,"Small and white, clean and bright.","Small and white, clean and bright.",0.32168006896972656,small
EN-Alto-1,vibrato,control,Control_Group,edelweiss,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Control_Group/0003.wav,you look happy to meet me,you look happy to meet me,You look happy to meet me.,You look happy to meet me.,0.3014402389526367,small
EN-Alto-1,vibrato,control,Control_Group,edelweiss,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Control_Group/0001.wav,every morning you greet me,every morning you greet me,Every morning you greet me.,Every morning you greet me.,0.3106551170349121,small
EN-Alto-1,vibrato,control,Control_Group,edelweiss,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Control_Group/0000.wav,edelweiss <AP> edelweiss <AP>,edelweiss edelweiss,"The wise, the wise","The wise, the wise",0.2922556400299072,small
EN-Alto-1,vibrato,technique,Vibrato_Group,edelweiss,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Vibrato_Group/0004.wav,blossom of snow may you bloom and grow <AP>,blossom of snow may you bloom and grow,"Blossoms, now may you bloom and grow.","Blossoms, now may you bloom and grow.",0.39638304710388184,small
EN-Alto-1,vibrato,technique,Vibrato_Group,edelweiss,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Vibrato_Group/0005.wav,bloom and grow forever <AP>,bloom and grow forever,Bloom and grow forever.,Bloom and grow forever.,0.28919100761413574,small
EN-Alto-1,vibrato,technique,Vibrato_Group,edelweiss,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Vibrato_Group/0007.wav,bless my homeland forever,bless my homeland forever,Bless my homeland forever.,Bless my homeland forever.,0.2879197597503662,small
EN-Alto-1,vibrato,technique,Vibrato_Group,edelweiss,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Vibrato_Group/0006.wav,edelweiss <AP> edelweiss,edelweiss edelweiss,"And a wise, and a wise","And a wise, and a wise",0.3190746307373047,small
EN-Alto-1,vibrato,technique,Vibrato_Group,edelweiss,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Vibrato_Group/0002.wav,small and white clean and bright <AP>,small and white clean and bright,"Small and white, clean and bright.","Small and white, clean and bright.",0.34274983406066895,small
EN-Alto-1,vibrato,technique,Vibrato_Group,edelweiss,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Vibrato_Group/0003.wav,you look happy to meet me <AP>,you look happy to meet me,"You look happy to me, me","You look happy to me, me",0.3355846405029297,small
EN-Alto-1,vibrato,technique,Vibrato_Group,edelweiss,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Vibrato_Group/0001.wav,every morning you greet me,every morning you greet me,Every morning you greet me,Every morning you greet me,0.29072046279907227,small
EN-Alto-1,vibrato,technique,Vibrato_Group,edelweiss,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Vibrato_Group/0000.wav,edelweiss <AP> edelweiss <AP>,edelweiss edelweiss,Oh HI,Oh HI,1.2747352123260498,small
EN-Alto-1,vibrato,control,Control_Group,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Control_Group/0010.wav,and i know that my heart will go on,and i know that my heart will go on,And I know that my heart will go on,And I know that my heart will go on,0.37856411933898926,small
EN-Alto-1,vibrato,control,Control_Group,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Control_Group/0004.wav,we'll always go on,well always go on,will always go long.,will always go long.,0.26926755905151367,small
EN-Alto-1,vibrato,control,Control_Group,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Control_Group/0005.wav,near far wherever you are,near far wherever you are,"Near, far, wherever you are.","Near, far, wherever you are.",0.32465314865112305,small
EN-Alto-1,vibrato,control,Control_Group,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Control_Group/0011.wav,we'll stay forever this way <AP>,well stay forever this way,We'll stay forever this way.,We'll stay forever this way.,0.30609560012817383,small
EN-Alto-1,vibrato,control,Control_Group,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Control_Group/0007.wav,once more you open the door,once more you open the door,"One small, you'll open the door.","One small, you'll open the door.",0.3367447853088379,small
EN-Alto-1,vibrato,control,Control_Group,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Control_Group/0012.wav,you are safe in my heart and my heart will go on and on,you are safe in my heart and my heart will go on and on,You're safe in my heart and my heart will go along,You're safe in my heart and my heart will go along,0.39875364303588867,small
EN-Alto-1,vibrato,control,Control_Group,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Control_Group/0006.wav,i believe that the heart does go on,i believe that the heart does go on,I believe that the hardest go long,I believe that the hardest go long,0.3090667724609375,small
EN-Alto-1,vibrato,control,Control_Group,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Control_Group/0002.wav,we're gone love was when i loved you,were gone love was when i loved you,We're gone Love was when I loved you,We're gone Love was when I loved you,0.5851924419403076,small
EN-Alto-1,vibrato,control,Control_Group,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Control_Group/0003.wav,one true time i hold to in my life,one true time i hold to in my life,One true time I'd hold to in my life,One true time I'd hold to in my life,0.35912346839904785,small
EN-Alto-1,vibrato,control,Control_Group,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Control_Group/0001.wav,a lifetime and never let go till,a lifetime and never let go till,A lifetime and never an echo tell,A lifetime and never an echo tell,0.30507469177246094,small
EN-Alto-1,vibrato,control,Control_Group,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Control_Group/0000.wav,love can touch us one time and last for,love can touch us one time and last for,Love can touch us one time and last for,Love can touch us one time and last for,0.337233304977417,small
EN-Alto-1,vibrato,control,Control_Group,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Control_Group/0008.wav,and you're here in my heart and my heart will go on and on,and youre here in my heart and my heart will go on and on,"And you're here, my heart, and my heart will go on and on.","And you're here, my heart, and my heart will go on and on.",0.5111274719238281,small
EN-Alto-1,vibrato,control,Control_Group,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Control_Group/0009.wav,you're here <AP> there's nothing i fear,youre here theres nothing i fear,"You're here, there's nothing I fear","You're here, there's nothing I fear",0.35294365882873535,small
EN-Alto-1,vibrato,technique,Vibrato_Group,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Vibrato_Group/0010.wav,and i know that my heart will go on,and i know that my heart will go on,And I know that my heart will go home,And I know that my heart will go home,0.3655579090118408,small
EN-Alto-1,vibrato,technique,Vibrato_Group,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Vibrato_Group/0004.wav,we'll always go on,well always go on,will always go on.,will always go on.,0.2776608467102051,small
EN-Alto-1,vibrato,technique,Vibrato_Group,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Vibrato_Group/0005.wav,near far wherever you are,near far wherever you are,Neath the Where level you are,Neath the Where level you are,1.4454424381256104,small
EN-Alto-1,vibrato,technique,Vibrato_Group,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Vibrato_Group/0011.wav,we'll stay forever this way,well stay forever this way,We'll stay forever this way.,We'll stay forever this way.,0.320528507232666,small
EN-Alto-1,vibrato,technique,Vibrato_Group,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Vibrato_Group/0007.wav,once more you open the door,once more you open the door,"One small, you'll open the door.","One small, you'll open the door.",0.3459591865539551,small
EN-Alto-1,vibrato,technique,Vibrato_Group,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Vibrato_Group/0012.wav,you are safe in my heart and my heart will go on and on,you are safe in my heart and my heart will go on and on,You're safe in my heart and my heart will go on and on.,You're safe in my heart and my heart will go on and on.,0.45439720153808594,small
EN-Alto-1,vibrato,technique,Vibrato_Group,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Vibrato_Group/0006.wav,i believe that the heart does go on,i believe that the heart does go on,I believe that the heart does go on,I believe that the heart does go on,0.32759809494018555,small
EN-Alto-1,vibrato,technique,Vibrato_Group,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Vibrato_Group/0002.wav,we're gone love was when i loved you <AP>,were gone love was when i loved you,were gone. Love was when I loved you.,were gone. Love was when I loved you.,0.3992140293121338,small
EN-Alto-1,vibrato,technique,Vibrato_Group,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Vibrato_Group/0003.wav,one true time <AP> i hold to in my life,one true time i hold to in my life,One true time I'd hold to in my life.,One true time I'd hold to in my life.,0.394148588180542,small
EN-Alto-1,vibrato,technique,Vibrato_Group,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Vibrato_Group/0001.wav,a lifetime and never let go <AP> till,a lifetime and never let go till,A lifetime and never let go,A lifetime and never let go,0.3088212013244629,small
EN-Alto-1,vibrato,technique,Vibrato_Group,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Vibrato_Group/0000.wav,love can touch us one time and last for,love can touch us one time and last for,Love can touch us one time and last for,Love can touch us one time and last for,0.3754913806915283,small
EN-Alto-1,vibrato,technique,Vibrato_Group,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Vibrato_Group/0008.wav,and you're here in my heart and <AP> my heart will go on and on,and youre here in my heart and my heart will go on and on,And you'll hear my heart and my heart will go along.,And you'll hear my heart and my heart will go along.,0.46071958541870117,small
EN-Alto-1,vibrato,technique,Vibrato_Group,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Vibrato_Group/0009.wav,you're here there's nothing i fear <AP>,youre here theres nothing i fear,"You're here, there's nothing I fear","You're here, there's nothing I fear",0.3609170913696289,small
EN-Alto-1,pharyngeal,control,Control_Group,tell me that you love me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Pharyngeal/tell me that you love me/Control_Group/0010.wav,away <AP> maybe if you take one more <AP> than i would know for sure there's nothing left to say <AP> tell me that <AP> you love me <AP> anyway <AP>,away maybe if you take one more than i would know for sure theres nothing left to say tell me that you love me anyway,"the way, maybe if I take one more, then I would know for sure, and there's nothing left to say Tell me that you love me, anyway","the way, maybe if I take one more, then I would know for sure, and there's nothing left to say Tell me that you love me, anyway",0.8296117782592773,small
EN-Alto-1,pharyngeal,control,Control_Group,tell me that you love me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Pharyngeal/tell me that you love me/Control_Group/0004.wav,away and <AP> maybe if you take one more <AP> then i would know for sure there's nothing left to say <AP> tell me that you love me anyway,away and maybe if you take one more then i would know for sure theres nothing left to say tell me that you love me anyway,"The way, maybe if we take one more Then I would know for sure there's nothing left to say Tell me that you love me anyway","The way, maybe if we take one more Then I would know for sure there's nothing left to say Tell me that you love me anyway",0.7582149505615234,small
EN-Alto-1,pharyngeal,control,Control_Group,tell me that you love me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Pharyngeal/tell me that you love me/Control_Group/0005.wav,show me look what we found <AP> turn it around every day <AP>,show me look what we found turn it around every day,"Show me, look what we found, turning around every day.","Show me, look what we found, turning around every day.",0.41254472732543945,small
EN-Alto-1,pharyngeal,control,Control_Group,tell me that you love me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Pharyngeal/tell me that you love me/Control_Group/0007.wav,so you tell me that you love me yeah <AP> and tell me that i take your breathe,so you tell me that you love me yeah and tell me that i take your breathe,"So tell me that you love me, yeah, and tell me that I take your breath","So tell me that you love me, yeah, and tell me that I take your breath",0.5105986595153809,small
EN-Alto-1,pharyngeal,control,Control_Group,tell me that you love me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Pharyngeal/tell me that you love me/Control_Group/0006.wav,i can hear what you say <AP> now i know <AP> why know we can <AP> make it <AP>,i can hear what you say now i know why know we can make it,I can hear what you say Now I know why I know we can make it,I can hear what you say Now I know why I know we can make it,0.5321171283721924,small
EN-Alto-1,pharyngeal,control,Control_Group,tell me that you love me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Pharyngeal/tell me that you love me/Control_Group/0002.wav,nowhere to hide i don't know why <AP> but i know we can make it <AP>,nowhere to hide i dont know why but i know we can make it,"Know what to hide, I don't know why But I know we can make it","Know what to hide, I don't know why But I know we can make it",0.5206706523895264,small
