clean_name,singer_id,technique,group,gt_lyrics,asr_hypothesis
EN-Tenor-1__pharyngeal__speech__0000,EN-Tenor-1,pharyngeal,speech,<SP> once upon a time a few mistakes ago <SP> i was <SP> in your sights <SP> you got me alone <SP>,tell me something girl are you happy in this modern world
EN-Tenor-1__pharyngeal__speech__0003,EN-Tenor-1,pharyngeal,speech,without me <SP> without me <SP> without me <SP>,in the bad times i fear myself tell me something boy
EN-Tenor-1__pharyngeal__speech__0006,EN-Tenor-1,pharyngeal,speech,til you put me down <SP> oh <SP> i knew you were trouble when you walked <SP> in <SP> so shame on me now flew me to places <SP> i'd never been <SP>,in all the good times i find myself longing for change in the bad times i fear myself
EN-Tenor-1__pharyngeal__speech__0002,EN-Tenor-1,pharyngeal,speech,i remember you said <SP> sometimes <SP> it lasts in love <SP> but sometimes it hurts instead <SP>,i'm falling in all the good times i find myself longing for change
EN-Tenor-1__pharyngeal__speech__0007,EN-Tenor-1,pharyngeal,speech,why are you so shy <SP> ain't like <SP> you to hold back <SP> or hide from the light <SP>,don't you let it go i'm wonderstruck dancing around all alone
EN-Tenor-1__pharyngeal__speech__0005,EN-Tenor-1,pharyngeal,speech,that your dreams came true <SP> guess she gave you things,and hard keeping is so hardcore i'm falling
EN-Tenor-1__pharyngeal__speech__0004,EN-Tenor-1,pharyngeal,speech,found a girl and you're married now <SP> i heard,i'm too tired trying to fill that void or do you need more
EN-Tenor-1__pharyngeal__speech__0001,EN-Tenor-1,pharyngeal,speech,for you too <SP> don't forget me i beg <SP>,what do you need more is there something else you are searching for
EN-Tenor-1__pharyngeal__speech__0000,EN-Tenor-1,pharyngeal,speech,<SP> never mind i'll find someone like you <SP> i wish nothing but the best,tell me something girl are you happy in this modern world
EN-Tenor-1__pharyngeal__speech__0003,EN-Tenor-1,pharyngeal,speech,<SP> i heard that you've settled down <SP> that you,in the bad times i fear myself tell me something boy
EN-Tenor-1__pharyngeal__speech__0006,EN-Tenor-1,pharyngeal,speech,i didn't give to you <SP> old friend <SP>,in all the good times i find myself longing for change in the bad times i fear myself
EN-Tenor-1__pharyngeal__speech__0002,EN-Tenor-1,pharyngeal,speech,about a million reasons <SP> if i had a highway <SP> i would run for the hills <SP> if <SP> you could find a driveway <SP> i'd <SP> forever be still <SP>,i'm falling in all the good times i find myself longing for change
EN-Tenor-1__pharyngeal__speech__0007,EN-Tenor-1,pharyngeal,speech,but baby i just need one good one to stay <SP> baby <SP> i'm bleedin <SP> bleedin ehh <SP> can't you give me what i'm needin needin <SP>,don't you let it go i'm wonderstruck dancing around all alone
EN-Tenor-1__pharyngeal__speech__0005,EN-Tenor-1,pharyngeal,speech,lord <SP> show me the way to cut through all his worn out leather <SP>,and hard keeping is so hardcore i'm falling
EN-Tenor-1__pharyngeal__speech__0004,EN-Tenor-1,pharyngeal,speech,<SP> i bow down to pray i try to make the worst seem better <SP>,i'm too tired trying to fill that void or do you need more
EN-Tenor-1__pharyngeal__speech__0008,EN-Tenor-1,pharyngeal,speech,every heartbreak makes <SP> it hard <SP> to keep the faith <SP> but baby <SP> i just need one good one <SP> good one good one <SP> good one good one good one,i spent forever wondering if you knew i was enchanted to meet you
EN-Tenor-1__pharyngeal__speech__0001,EN-Tenor-1,pharyngeal,speech,you're givin me a million reasons <SP> give me a million reasons <SP> givin me a million reasons <SP>,what do you need more is there something else you are searching for
EN-Tenor-1__pharyngeal__speech__0000,EN-Tenor-1,pharyngeal,speech,<SP> you're giving me a million reasons <SP> to let you go <SP> you're giving me a million reasons to quit the show <SP>,tell me something girl are you happy in this modern world
EN-Tenor-1__pharyngeal__speech__0003,EN-Tenor-1,pharyngeal,speech,but you're <SP> giving me a million reasons <SP> give me a million reasons <SP> givin me a million reasons about a million reasons <SP>,in the bad times i fear myself tell me something boy
EN-Tenor-1__pharyngeal__speech__0006,EN-Tenor-1,pharyngeal,speech,i've got a hundred million reasons to walk away <SP>,in all the good times i find myself longing for change in the bad times i fear myself
EN-Tenor-1__pharyngeal__speech__0002,EN-Tenor-1,pharyngeal,speech,just play pretend <SP> like we're not scared of what is coming next <SP>,i'm falling in all the good times i find myself longing for change
EN-Tenor-1__pharyngeal__speech__0007,EN-Tenor-1,pharyngeal,speech,give me a memory i can use <SP>,don't you let it go i'm wonderstruck dancing around all alone
EN-Tenor-1__pharyngeal__speech__0005,EN-Tenor-1,pharyngeal,speech,this is my last <SP> night with you <SP>,and hard keeping is so hardcore i'm falling
EN-Tenor-1__pharyngeal__speech__0004,EN-Tenor-1,pharyngeal,speech,<SP> all i ask is <SP> if <SP>,i'm too tired trying to fill that void or do you need more
EN-Tenor-1__pharyngeal__speech__0008,EN-Tenor-1,pharyngeal,speech,take me by the hand <SP> while we do what lovers do <SP> it matters how this <SP> ends <SP>,i spent forever wondering if you knew i was enchanted to meet you
EN-Tenor-1__pharyngeal__speech__0001,EN-Tenor-1,pharyngeal,speech,they've all been said before you know <SP> so why don't we,what do you need more is there something else you are searching for
EN-Tenor-1__pharyngeal__speech__0000,EN-Tenor-1,pharyngeal,speech,<SP> i will leave my heart at the door <SP> i won't say a word <SP>,tell me something girl are you happy in this modern world
EN-Tenor-1__pharyngeal__speech__0003,EN-Tenor-1,pharyngeal,speech,or <SP> scared of having nothing left <SP> look <SP> don't <SP> get me wrong <SP> i know there is no tomorrow <SP>,in the bad times i fear myself tell me something boy
EN-Tenor-1__pharyngeal__speech__0006,EN-Tenor-1,pharyngeal,speech,hold me like i'm more than just a friend <SP>,in all the good times i find myself longing for change in the bad times i fear myself
EN-Tenor-1__pharyngeal__speech__0010,EN-Tenor-1,pharyngeal,speech,when the sun goes down and the band won't play <SP> i'll always,when the sun goes down and the band won't play i always
EN-Tenor-1__pharyngeal__speech__0002,EN-Tenor-1,pharyngeal,speech,like california gold <SP> you found the light in me that i couldn't find,i'm falling in all the good times i find myself longing for change
EN-Tenor-1__pharyngeal__speech__0011,EN-Tenor-1,pharyngeal,speech,remember us this way <SP> way <SP>,remember us this way way
EN-Tenor-1__pharyngeal__speech__0007,EN-Tenor-1,pharyngeal,speech,i'll always <SP> remember us this way,don't you let it go i'm wonderstruck dancing around all alone
EN-Tenor-1__pharyngeal__speech__0005,EN-Tenor-1,pharyngeal,speech,every time we say goodbye baby it hurts <SP>,and hard keeping is so hardcore i'm falling
EN-Tenor-1__pharyngeal__speech__0004,EN-Tenor-1,pharyngeal,speech,the part of me that's you will never die <SP> so when i'm all choked up <SP> but <SP> i can't find the words <SP>,i'm too tired trying to fill that void or do you need more
EN-Tenor-1__pharyngeal__speech__0012,EN-Tenor-1,pharyngeal,speech,when you look at me and the whole world fades,when you look at me and the whole world face
EN-Tenor-1__pharyngeal__speech__0008,EN-Tenor-1,pharyngeal,speech,oh yeah <SP> i don't wanna be just a memory baby yeah <SP>,i spent forever wondering if you knew i was enchanted to meet you
EN-Tenor-1__pharyngeal__speech__0009,EN-Tenor-1,pharyngeal,speech,so when i'm all choked up <SP> but i can't find the words every time we say goodbye baby it hurts <SP>,so when i'm all chilled up and i can't find the words every time we say goodbye baby it hurts
EN-Tenor-1__pharyngeal__speech__0001,EN-Tenor-1,pharyngeal,speech,i wanna catch on fire <SP> it's <SP> buried in my soul,what do you need more is there something else you are searching for
EN-Tenor-1__pharyngeal__speech__0000,EN-Tenor-1,pharyngeal,speech,<SP> that arizona sky burning in your eyes <SP> you look at me and babe <SP>,tell me something girl are you happy in this modern world
EN-Tenor-1__pharyngeal__speech__0013,EN-Tenor-1,pharyngeal,speech,i'll always <SP> remember us this way <SP>,i always remember us this way
EN-Tenor-1__pharyngeal__speech__0003,EN-Tenor-1,pharyngeal,speech,<SP> but all i really know you're where i wanna go <SP>,in the bad times i fear myself tell me something boy
EN-Tenor-1__pharyngeal__speech__0006,EN-Tenor-1,pharyngeal,speech,when the sun goes down and the band won't play <SP>,in all the good times i find myself longing for change in the bad times i fear myself
EN-Tenor-1__pharyngeal__speech__0010,EN-Tenor-1,pharyngeal,speech,<SP> oh i remember you driving to my house in the middle of <SP> the night <SP> i'm the one who makes you laugh when you know you're about to cry <SP>,when the sun goes down and the band won't play i always
EN-Tenor-1__pharyngeal__speech__0002,EN-Tenor-1,pharyngeal,speech,i'm in the room it's a typical tuesday night <SP> i'm listening to the kind of music <SP> she doesn't like <SP>,i'm falling in all the good times i find myself longing for change
EN-Tenor-1__pharyngeal__speech__0011,EN-Tenor-1,pharyngeal,speech,i know your favorite songs and you tell me about your dreams <SP> think i know where you belong think i know it's with me <SP>,remember us this way way
EN-Tenor-1__pharyngeal__speech__0007,EN-Tenor-1,pharyngeal,speech,see <SP> you belong with me,don't you let it go i'm wonderstruck dancing around all alone
EN-Tenor-1__pharyngeal__speech__0005,EN-Tenor-1,pharyngeal,speech,dreaming about the day <SP> when you wake up and find that <SP> what <SP> you're looking for has been here the whole time <SP> if you could see that i'm,and hard keeping is so hardcore i'm falling
EN-Tenor-1__pharyngeal__speech__0004,EN-Tenor-1,pharyngeal,speech,<SP> she wears high heels <SP> i wear sneakers <SP> she's <SP> cheer captain <SP> and i'm on the <SP> bleachers <SP>,i'm too tired trying to fill that void or do you need more
EN-Tenor-1__pharyngeal__speech__0012,EN-Tenor-1,pharyngeal,speech,can't you see that i'm the one who understands you <SP> been here all along <SP> so why can't you,when you look at me and the whole world face
EN-Tenor-1__pharyngeal__speech__0008,EN-Tenor-1,pharyngeal,speech,standing by and waiting at your back door <SP> all this time how could you not know baby <SP>,i spent forever wondering if you knew i was enchanted to meet you
EN-Tenor-1__pharyngeal__speech__0009,EN-Tenor-1,pharyngeal,speech,you belong with me <SP> you belong with me,so when i'm all chilled up and i can't find the words every time we say goodbye baby it hurts
EN-Tenor-1__pharyngeal__speech__0001,EN-Tenor-1,pharyngeal,speech,cause she doesn't <SP> get your humor like i do <SP>,what do you need more is there something else you are searching for
EN-Tenor-1__pharyngeal__speech__0000,EN-Tenor-1,pharyngeal,speech,<SP> you're on the phone with your girlfriend she's upset <SP> she's <SP> going off about something that you said <SP>,tell me something girl are you happy in this modern world
EN-Tenor-1__pharyngeal__speech__0013,EN-Tenor-1,pharyngeal,speech,see <SP> you belong with me,i always remember us this way
EN-Tenor-1__pharyngeal__speech__0003,EN-Tenor-1,pharyngeal,speech,and she'll never know your story like i <SP> do,in the bad times i fear myself tell me something boy
EN-Tenor-1__pharyngeal__speech__0006,EN-Tenor-1,pharyngeal,speech,the one who understands you <SP> been here all along <SP> so why can't you,in all the good times i find myself longing for change in the bad times i fear myself
EN-Tenor-1__pharyngeal__speech__0002,EN-Tenor-1,pharyngeal,speech,round and around and around and <SP> around we go <SP>,i'm falling in all the good times i find myself longing for change
EN-Tenor-1__pharyngeal__speech__0007,EN-Tenor-1,pharyngeal,speech,makes me feel like i can't live without you <SP> it takes me all the way <SP>,don't you let it go i'm wonderstruck dancing around all alone
EN-Tenor-1__pharyngeal__speech__0005,EN-Tenor-1,pharyngeal,speech,oh cause i need this hole gone <SP> funny <SP> all the broken ones <SP> but i'm the only one who needed saving <SP>,and hard keeping is so hardcore i'm falling
EN-Tenor-1__pharyngeal__speech__0004,EN-Tenor-1,pharyngeal,speech,<SP> oh the reason i hold on <SP>,i'm too tired trying to fill that void or do you need more
EN-Tenor-1__pharyngeal__speech__0008,EN-Tenor-1,pharyngeal,speech,i want you to stay,i spent forever wondering if you knew i was enchanted to meet you
EN-Tenor-1__pharyngeal__speech__0001,EN-Tenor-1,pharyngeal,speech,he said <SP> if you dare come a little closer <SP>,what do you need more is there something else you are searching for
EN-Tenor-1__pharyngeal__speech__0000,EN-Tenor-1,pharyngeal,speech,<SP> all along it was a fever <SP> a cold sweat hot headed believers <SP> i threw my hands in the air <SP> said show me something <SP>,tell me something girl are you happy in this modern world
EN-Tenor-1__pharyngeal__speech__0003,EN-Tenor-1,pharyngeal,speech,oh now tell me now tell me now tell me now you know,in the bad times i fear myself tell me something boy
EN-Tenor-1__pharyngeal__speech__0006,EN-Tenor-1,pharyngeal,speech,cause when you never see the lights <SP> it's hard to know which one of us is <SP> caving <SP> not really sure how to feel about it <SP> something in the way you move <SP>,in all the good times i find myself longing for change in the bad times i fear myself
EN-Tenor-1__pharyngeal__speech__0002,EN-Tenor-1,pharyngeal,speech,see how i leave with every piece of you <SP> don't underestimate <SP> the things <SP> that <SP> i will do <SP>,i'm falling in all the good times i find myself longing for change
EN-Tenor-1__pharyngeal__speech__0007,EN-Tenor-1,pharyngeal,speech,rolling in the deep <SP> you had my heart inside of your hand <SP> but <SP> you played it with a beating <SP>,don't you let it go i'm wonderstruck dancing around all alone
EN-Tenor-1__pharyngeal__speech__0005,EN-Tenor-1,pharyngeal,speech,you had my heart inside of your hand <SP> and you played it,and hard keeping is so hardcore i'm falling
EN-Tenor-1__pharyngeal__speech__0004,EN-Tenor-1,pharyngeal,speech,<SP> we could've had it all <SP> rolling in the deep <SP>,i'm too tired trying to fill that void or do you need more
EN-Tenor-1__pharyngeal__speech__0001,EN-Tenor-1,pharyngeal,speech,finally <SP> i can see you crystal clear <SP> go ahead and sell me out <SP> and i'll lay your ship <SP> <SP> bare <SP>,what do you need more is there something else you are searching for
EN-Tenor-1__pharyngeal__speech__0000,EN-Tenor-1,pharyngeal,speech,<SP> there's a fire <SP> starting in my heart <SP> reaching a fever pitch and bringing me out the dark <SP>,tell me something girl are you happy in this modern world
EN-Tenor-1__pharyngeal__speech__0003,EN-Tenor-1,pharyngeal,speech,there's a fire starting in my heart <SP> reaching a fever pitch <SP> and <SP> <SP> bringing me out the dark <SP>,in the bad times i fear myself tell me something boy
EN-Tenor-1__pharyngeal__speech__0006,EN-Tenor-1,pharyngeal,speech,to the beat <SP> could've had it all <SP>,in all the good times i find myself longing for change in the bad times i fear myself
EN-Tenor-1__pharyngeal__speech__0010,EN-Tenor-1,pharyngeal,speech,<SP> think i forgot <SP> how to be happy something i'm not <SP>,when the sun goes down and the band won't play i always
EN-Tenor-1__pharyngeal__speech__0002,EN-Tenor-1,pharyngeal,speech,what i was <SP> made for <SP>,i'm falling in all the good times i find myself longing for change
EN-Tenor-1__pharyngeal__speech__0011,EN-Tenor-1,pharyngeal,speech,something i can be <SP> something i wait for,remember us this way way
EN-Tenor-1__pharyngeal__speech__0007,EN-Tenor-1,pharyngeal,speech,i don't know how to feel but i wanna try <SP>,don't you let it go i'm wonderstruck dancing around all alone
EN-Tenor-1__pharyngeal__speech__0005,EN-Tenor-1,pharyngeal,speech,what was i made for,and hard keeping is so hardcore i'm falling
EN-Tenor-1__pharyngeal__speech__0004,EN-Tenor-1,pharyngeal,speech,taking a drive i was an ideal <SP> looked so alive <SP> turns out <SP> i'm not real <SP> just something you paid for <SP>,i'm too tired trying to fill that void or do you need more
EN-Tenor-1__pharyngeal__speech__0012,EN-Tenor-1,pharyngeal,speech,something i'm made for something i'm made for,when you look at me and the whole world face
EN-Tenor-1__pharyngeal__speech__0008,EN-Tenor-1,pharyngeal,speech,i don't know how to feel <SP> but someday i might <SP>,i spent forever wondering if you knew i was enchanted to meet you
EN-Tenor-1__pharyngeal__speech__0009,EN-Tenor-1,pharyngeal,speech,someday i might,so when i'm all chilled up and i can't find the words every time we say goodbye baby it hurts
EN-Tenor-1__pharyngeal__speech__0001,EN-Tenor-1,pharyngeal,speech,i used to know but i'm not sure now <SP>,what do you need more is there something else you are searching for
EN-Tenor-1__pharyngeal__speech__0000,EN-Tenor-1,pharyngeal,speech,<SP> i used to float now i just fall down <SP>,tell me something girl are you happy in this modern world
EN-Tenor-1__pharyngeal__speech__0003,EN-Tenor-1,pharyngeal,speech,what was i <SP> made for <SP>,in the bad times i fear myself tell me something boy
EN-Tenor-1__pharyngeal__speech__0006,EN-Tenor-1,pharyngeal,speech,cause i i i <SP>,in all the good times i find myself longing for change in the bad times i fear myself
EN-Tenor-1__pharyngeal__speech__0010,EN-Tenor-1,pharyngeal,speech,hold on to spinning around <SP> confetti,when the sun goes down and the band won't play i always
EN-Tenor-1__pharyngeal__speech__0002,EN-Tenor-1,pharyngeal,speech,we were the kings and the queens <SP> and they read off our names <SP>,i'm falling in all the good times i find myself longing for change
EN-Tenor-1__pharyngeal__speech__0011,EN-Tenor-1,pharyngeal,speech,falls to the ground <SP> may these memories break our fall,remember us this way way
EN-Tenor-1__pharyngeal__speech__0007,EN-Tenor-1,pharyngeal,speech,i was screaming long live <SP> all the magic we made <SP> and bring on all the pretenders <SP> i'm not afraid <SP>,don't you let it go i'm wonderstruck dancing around all alone
EN-Tenor-1__pharyngeal__speech__0005,EN-Tenor-1,pharyngeal,speech,it was the end of a decade <SP> but the start of an age,and hard keeping is so hardcore i'm falling
EN-Tenor-1__pharyngeal__speech__0004,EN-Tenor-1,pharyngeal,speech,you held your head <SP> like a hero <SP> on a history book page <SP>,i'm too tired trying to fill that void or do you need more
EN-Tenor-1__pharyngeal__speech__0008,EN-Tenor-1,pharyngeal,speech,long live <SP> all the mountains we moved <SP> i had the time of my life fighting dragons with you <SP>,i spent forever wondering if you knew i was enchanted to meet you
EN-Tenor-1__pharyngeal__speech__0009,EN-Tenor-1,pharyngeal,speech,i was screaming long live <SP> that look on your face <SP> and bring on all the pretenders one day <SP>,so when i'm all chilled up and i can't find the words every time we say goodbye baby it hurts
EN-Tenor-1__pharyngeal__speech__0001,EN-Tenor-1,pharyngeal,speech,the time we stood with <SP> our shaking hands <SP> the crowds in the stands <SP> went wild <SP>,what do you need more is there something else you are searching for
EN-Tenor-1__pharyngeal__speech__0000,EN-Tenor-1,pharyngeal,speech,<SP> i said remember this moment <SP> in the back of my mind <SP>,tell me something girl are you happy in this modern world
EN-Tenor-1__pharyngeal__speech__0003,EN-Tenor-1,pharyngeal,speech,the night you danced <SP> like you knew our lives <SP> would never be the same <SP>,in the bad times i fear myself tell me something boy
EN-Tenor-1__pharyngeal__speech__0006,EN-Tenor-1,pharyngeal,speech,<SP> long live the walls we crashed through <SP> all the kingdom lights shined just for me and you <SP>,in all the good times i find myself longing for change in the bad times i fear myself
EN-Tenor-1__breathy__speech__0010,EN-Tenor-1,breathy,speech,wooaaaah <SP> woaaaaaaaaaaah <SP>,when the sun goes down and the band won't play i always
EN-Tenor-1__breathy__speech__0002,EN-Tenor-1,breathy,speech,i'm falling <SP> in all the good times i find myself longing for change <SP>,i'm falling in all the good times i find myself longing for change
EN-Tenor-1__breathy__speech__0014,EN-Tenor-1,breathy,speech,in the shallow shallow we're far from the shallow now,in the shallow we are far from the shallow now
EN-Tenor-1__breathy__speech__0011,EN-Tenor-1,breathy,speech,i'm off the deep end <SP> watch as i dive in <SP> i'll never meet the ground <SP>,remember us this way way
EN-Tenor-1__breathy__speech__0007,EN-Tenor-1,breathy,speech,<SP> i'm off the deep end watch as i dive in <SP> i'll never meet the ground <SP> crash through the surface where they can't hurt us <SP> we're far from the shallow now <SP> in the shallow shallow <SP>,don't you let it go i'm wonderstruck dancing around all alone
EN-Tenor-1__breathy__speech__0005,EN-Tenor-1,breathy,speech,ain't it hard keeping it so hard core <SP> i'm falling <SP>,and hard keeping is so hardcore i'm falling
EN-Tenor-1__breathy__speech__0004,EN-Tenor-1,breathy,speech,aren't you tired try na fill that void <SP> or do you need more <SP>,i'm too tired trying to fill that void or do you need more
EN-Tenor-1__breathy__speech__0012,EN-Tenor-1,breathy,speech,crash through the surface <SP> where they can't hurt us <SP> we're far from the shallow now <SP>,when you look at me and the whole world face
EN-Tenor-1__breathy__speech__0008,EN-Tenor-1,breathy,speech,in the shallow shallow shallow <SP> in the shallow shallow <SP>,i spent forever wondering if you knew i was enchanted to meet you
EN-Tenor-1__breathy__speech__0009,EN-Tenor-1,breathy,speech,we're far from the shallow now <SP> wooaaaah <SP>,so when i'm all chilled up and i can't find the words every time we say goodbye baby it hurts
EN-Tenor-1__breathy__speech__0001,EN-Tenor-1,breathy,speech,or do you need more is there something else you're searching for <SP>,what do you need more is there something else you are searching for
EN-Tenor-1__breathy__speech__0000,EN-Tenor-1,breathy,speech,<SP> tell me something girl are you happy in this modern world <SP>,tell me something girl are you happy in this modern world
EN-Tenor-1__breathy__speech__0013,EN-Tenor-1,breathy,speech,in the shallow shallow in the shallow shallow shallow,i always remember us this way
EN-Tenor-1__breathy__speech__0003,EN-Tenor-1,breathy,speech,and in the bad times i fear myself <SP> tell me something boy <SP>,in the bad times i fear myself tell me something boy
EN-Tenor-1__breathy__speech__0006,EN-Tenor-1,breathy,speech,in all the good times i find myself longing for change <SP> and in the bad times i fear myself,in all the good times i find myself longing for change in the bad times i fear myself
EN-Tenor-1__breathy__speech__0001,EN-Tenor-1,breathy,speech,there is no fear now let go and just be free i will love you unconditionally <SP>,what do you need more is there something else you are searching for
EN-Tenor-1__breathy__speech__0000,EN-Tenor-1,breathy,speech,<SP> unconditional unconditionally <SP> i will love you unconditionally,tell me something girl are you happy in this modern world
EN-Tenor-1__breathy__speech__0002,EN-Tenor-1,breathy,speech,vanished when i saw your face <SP> all i can say is <SP> it was,i'm falling in all the good times i find myself longing for change
EN-Tenor-1__breathy__speech__0007,EN-Tenor-1,breathy,speech,don't you let it go <SP> i'm wonderstruck <SP> dancing <SP> around all alone <SP>,don't you let it go i'm wonderstruck dancing around all alone
EN-Tenor-1__breathy__speech__0005,EN-Tenor-1,breathy,speech,i'm wonderstruck <SP> blushing all the way home <SP> i'll spend forever,and hard keeping is so hardcore i'm falling
EN-Tenor-1__breathy__speech__0004,EN-Tenor-1,breathy,speech,<SP> this night is sparkling <SP> don't you let it go <SP>,i'm too tired trying to fill that void or do you need more
EN-Tenor-1__breathy__speech__0008,EN-Tenor-1,breathy,speech,i'll spend forever wondering if you knew <SP> i was enchanted to meet you <SP>,i spent forever wondering if you knew i was enchanted to meet you
EN-Tenor-1__breathy__speech__0001,EN-Tenor-1,breathy,speech,same old tired <SP> lonely place <SP> walls of insincerity <SP> shifting <SP> eyes and vacancy <SP>,what do you need more is there something else you are searching for
EN-Tenor-1__breathy__speech__0000,EN-Tenor-1,breathy,speech,<SP> there i was again tonight <SP> forcing laughter faking smiles <SP>,tell me something girl are you happy in this modern world
EN-Tenor-1__breathy__speech__0003,EN-Tenor-1,breathy,speech,enchanting to meet you <SP>,in the bad times i fear myself tell me something boy
EN-Tenor-1__breathy__speech__0006,EN-Tenor-1,breathy,speech,wondering if you knew <SP> this <SP> night is flawless <SP>,in all the good times i find myself longing for change in the bad times i fear myself
EN-Tenor-1__breathy__speech__0002,EN-Tenor-1,breathy,speech,i guess you didn't care and i guess i liked that <SP> and when i fell hard you took a step back <SP>,i'm falling in all the good times i find myself longing for change
EN-Tenor-1__breathy__speech__0007,EN-Tenor-1,breathy,speech,now <SP> i'm lying on the cold hard ground <SP> trouble trouble trouble <SP>,don't you let it go i'm wonderstruck dancing around all alone
EN-Tenor-1__breathy__speech__0005,EN-Tenor-1,breathy,speech,<SP> i knew you were trouble when you walked in <SP> so shame on me now flew me to places i'd never been <SP>,and hard keeping is so hardcore i'm falling
EN-Tenor-1__breathy__speech__0004,EN-Tenor-1,breathy,speech,and he's long gone <SP> when he's next to me <SP> and i realize the blame is on me,i'm too tired trying to fill that void or do you need more
