clean_name,singer_id,technique,group,gt_lyrics,asr_hypothesis,wer,per
EN-Tenor-1__pharyngeal__technique__0007,EN-Tenor-1,pharyngeal,technique,don't you let it go <AP> i'm wonderstruck <AP> dancing around all alone <SP>,donta huletta ye go ah hemon te estra dancing around ulta along,0.9090909090909091,0.5121951219512195
EN-Tenor-1__pharyngeal__technique__0005,EN-Tenor-1,pharyngeal,technique,i'm wonderstruck <SP> blushing all the way home <AP> i'll spend forever <AP>,on de hacky beness o hharcoor aam fo laaaang,1.0,0.8717948717948718
EN-Tenor-1__pharyngeal__technique__0004,EN-Tenor-1,pharyngeal,technique,this night is sparkling <SP> don't you let it go <SP>,unc yo tire chan o fithar who ite o do o ne mo,1.4444444444444444,0.896551724137931
EN-Tenor-1__pharyngeal__technique__0008,EN-Tenor-1,pharyngeal,technique,i'll spend forever <AP> wondering if you knew i was enchanted to meet <AP> you <SP>,a spon for raver wandraphil no i was saint shalisu me yeu,0.8461538461538461,0.6363636363636364
EN-Tenor-1__pharyngeal__technique__0001,EN-Tenor-1,pharyngeal,technique,same old tired lonely place <AP> walls of insincerity shifting eyes and vacancy <AP>,o do e ne ma e thar something al so searching fo,1.0,0.8727272727272727
EN-Tenor-1__pharyngeal__technique__0000,EN-Tenor-1,pharyngeal,technique,there i was again tonight forcing laughter faking smiles <AP>,tell me something go ar you happy an a smart onwod,1.2222222222222223,0.9459459459459459
EN-Tenor-1__pharyngeal__technique__0003,EN-Tenor-1,pharyngeal,technique,enchanting to meet <AP> you,and min the bad times i fear mysellf tell me something by,3.0,2.066666666666667
EN-Tenor-1__pharyngeal__technique__0006,EN-Tenor-1,pharyngeal,technique,wondering if you knew <SP> this night is flawless <AP>,in otheh good tmes i found myself a loning fo changed in in the bad times i feel myself,2.375,1.7777777777777777
EN-Tenor-1__pharyngeal__control__0002,EN-Tenor-1,pharyngeal,control,i guess you didn't care <SP> and i guess i liked that <AP> and when i fell hard <AP> you took a step back <SP>,m fo lng in not a good time s i found myself a low nane fo chant,0.9523809523809523,0.8245614035087719
EN-Tenor-1__pharyngeal__control__0007,EN-Tenor-1,pharyngeal,control,now i'm lying on the cold hard ground <SP> trouble trouble trouble <SP>,dont yo let e go a mom de ostra desiro na dalo,1.0909090909090908,0.8604651162790697
EN-Tenor-1__pharyngeal__control__0005,EN-Tenor-1,pharyngeal,control,<SP> i knew you were trouble when you walked in <SP> so shame on me now flew me to places i'd never been <SP>,in de hockibin is so ho cor am fo ln,0.9523809523809523,0.8421052631578947
EN-Tenor-1__pharyngeal__control__0004,EN-Tenor-1,pharyngeal,control,and he's long gone when he's next to me <SP> and i realize the blame is on me,unto thina china filda wt o dounimo,1.0,0.8541666666666666
EN-Tenor-1__pharyngeal__control__0008,EN-Tenor-1,pharyngeal,control,trouble trouble trouble <SP> and the saddest fear <SP> comes creeping in that you never loved me <SP> or her or anyone <SP> or anything,a hespell far aver wandra her fill now i want thank shalla to mi yeu e  ee e,1.0,0.8354430379746836
EN-Tenor-1__pharyngeal__control__0001,EN-Tenor-1,pharyngeal,control,you found me <AP> you found me <AP> you found me <SP>,oh do ne m be there some day as yo searching fo,1.3333333333333333,1.0
EN-Tenor-1__pharyngeal__control__0000,EN-Tenor-1,pharyngeal,control,<SP> once upon a time a few mistakes ago <SP> i was in your sights <SP> you got me alone <SP>,tomme som de anger o you happy an de smal don wod,1.0,0.88
EN-Tenor-1__pharyngeal__control__0003,EN-Tenor-1,pharyngeal,control,without me <SP> without me <AP> without me <SP>,in in a bat times i fear myself tell me something boy,1.8333333333333333,1.3333333333333333
EN-Tenor-1__pharyngeal__control__0006,EN-Tenor-1,pharyngeal,control,til you put me down oh i knew you were trouble when you walked in so shame on me now flew me to places i'd never been <SP>,in nother good times i fon mysellf a lona for chant in linger bad times i fee myself,0.9259259259259259,0.8732394366197183
EN-Tenor-1__pharyngeal__technique__0002,EN-Tenor-1,pharyngeal,technique,i guess you didn't care <AP> and i guess i liked that <AP> and when i fell hard <AP> you took a step back <AP>,m fo la in nother good times i found myself a lonay fo chant,0.9523809523809523,0.8421052631578947
EN-Tenor-1__pharyngeal__technique__0007,EN-Tenor-1,pharyngeal,technique,now i'm lying on the cold hard ground <SP> trouble trouble trouble <SP>,donta huletta ye go ah hemon te estra dancing around ulta along,1.0909090909090908,0.9534883720930233
EN-Tenor-1__pharyngeal__technique__0005,EN-Tenor-1,pharyngeal,technique,i knew you were trouble when you walked in <SP> so shame on me now flew me to places i'd never been <SP>,on de hacky beness o hharcoor aam fo laaaang,0.9523809523809523,0.8421052631578947
EN-Tenor-1__pharyngeal__technique__0004,EN-Tenor-1,pharyngeal,technique,and he's long gone <AP> when he's next to me <AP> and i realize <AP> the blame is on me,unc yo tire chan o fithar who ite o do o ne mo,1.0,0.875
EN-Tenor-1__pharyngeal__technique__0008,EN-Tenor-1,pharyngeal,technique,trouble trouble trouble <SP> and the saddest fear <SP> comes creeping in <SP> that you never loved me <SP> or her <AP> or anyone <SP> or anything,a spon for raver wandraphil no i was saint shalisu me yeu,0.9523809523809523,0.8481012658227848
EN-Tenor-1__pharyngeal__technique__0001,EN-Tenor-1,pharyngeal,technique,you found me <SP> you found me <SP> you found me,o do e ne ma e thar something al so searching fo,1.3333333333333333,1.0833333333333333
EN-Tenor-1__pharyngeal__technique__0000,EN-Tenor-1,pharyngeal,technique,<SP> once upon a time a few mistakes ago i was in your sights you got me alone <AP>,tell me something go ar you happy an a smart onwod,1.0,0.86
EN-Tenor-1__pharyngeal__technique__0003,EN-Tenor-1,pharyngeal,technique,without me <AP> without me <AP> without me <SP>,and min the bad times i fear mysellf tell me something by,1.8333333333333333,1.4761904761904763
EN-Tenor-1__pharyngeal__technique__0006,EN-Tenor-1,pharyngeal,technique,til you put me down oh i knew you were trouble when you walked in <SP> so shame on me now flew me to places i'd never been,in otheh good tmes i found myself a lonang fo changed in in the bad times i feel myself,0.9259259259259259,0.8591549295774648
EN-Tenor-1__pharyngeal__control__0002,EN-Tenor-1,pharyngeal,control,i remember you said <AP> sometimes it lasts in love but sometimes it <AP> hurts instead <SP>,m fo lng in not a good time s i found myself o low nane fo chaned,1.2142857142857142,0.8333333333333334
EN-Tenor-1__pharyngeal__control__0007,EN-Tenor-1,pharyngeal,control,why are you so shy <AP> ain't like you to hold back <AP> or hide from the light <SP>,dont yo let e go a mom deostra desiro na dalo,1.0,0.8780487804878049
EN-Tenor-1__pharyngeal__control__0005,EN-Tenor-1,pharyngeal,control,that your dreams came true <AP> guess she gave you things <AP>,inde hockibin is so hocor am fo ln,1.0,0.9354838709677419
EN-Tenor-1__pharyngeal__control__0004,EN-Tenor-1,pharyngeal,control,found a girl and you're <AP> married now i heard <AP>,uncho tina china filda wd o dounimo,1.0,0.96
EN-Tenor-1__pharyngeal__control__0001,EN-Tenor-1,pharyngeal,control,for you too <AP> don't forget me i beg <AP>,oh do o na m be there some day as yo searching fo,1.625,1.2727272727272727
EN-Tenor-1__pharyngeal__control__0000,EN-Tenor-1,pharyngeal,control,<SP> never mind i'll find <AP> someone like you i wish nothing but the best <AP>,tommy som de anger o you happy an de smal on wod,0.9230769230769231,0.9069767441860465
EN-Tenor-1__pharyngeal__control__0003,EN-Tenor-1,pharyngeal,control,<SP> i heard that you've <AP> settled down that you <AP>,in in a bat times i fear myself tell me something boy,1.5,1.2083333333333333
EN-Tenor-1__pharyngeal__control__0006,EN-Tenor-1,pharyngeal,control,i didn't give to you <AP> old friend <AP>,in nother good times i fim mysellf a lonam foor chaned in linger bat times i fee myself,2.4285714285714284,2.3636363636363638
EN-Tenor-1__pharyngeal__technique__0002,EN-Tenor-1,pharyngeal,technique,i remember you said <AP> sometimes it lasts in love but sometimes it <AP> hurts instead <SP>,am fo laan in nother good times i found myself a lonay fo chant,1.0,0.8518518518518519
EN-Tenor-1__pharyngeal__technique__0007,EN-Tenor-1,pharyngeal,technique,why are you so shy <SP> ain't like you to hold back <SP> or hide from the light <SP>,donta huleta yego ah himon ta estra dancing around ulla along,1.0,0.9512195121951219
EN-Tenor-1__pharyngeal__technique__0005,EN-Tenor-1,pharyngeal,technique,that your dreams came true <AP> guess she gave you things <AP>,on de hacky beness o hharcor m fo laaaang,1.0,0.967741935483871
EN-Tenor-1__pharyngeal__technique__0004,EN-Tenor-1,pharyngeal,technique,found a girl and you're <SP> married now i heard,ont you tire chan o fithar who ite o do yo ne mo,1.4444444444444444,1.08
EN-Tenor-1__pharyngeal__technique__0001,EN-Tenor-1,pharyngeal,technique,for you too <AP> don't forget me <SP> i beg <SP>,o do e ne ma e thar something als o searching fo,1.5,1.2727272727272727
EN-Tenor-1__pharyngeal__technique__0000,EN-Tenor-1,pharyngeal,technique,<SP> never mind i'll find <SP> someone like you <AP> i wish nothing but the best <AP>,tell me something go are you happy an a smart onwod,0.9230769230769231,0.8372093023255814
EN-Tenor-1__pharyngeal__technique__0003,EN-Tenor-1,pharyngeal,technique,i heard that you've <SP> settled down that you <SP>,and min the bad times i fear myself tell me something by,1.5,1.2916666666666667
EN-Tenor-1__pharyngeal__technique__0006,EN-Tenor-1,pharyngeal,technique,i didn't give to you <SP> old friend <SP>,in otheh good tmes i found myself a loning fo chaned in in the bad times i feel mysef,2.5714285714285716,2.3181818181818183
EN-Tenor-1__pharyngeal__control__0002,EN-Tenor-1,pharyngeal,control,about a million reasons <SP> if i had a highway i would run for the hills <AP> if you could find a driveway i'd forever be still <SP>,m fo lng in not a good time s i found myself a low nane fo chant,0.92,0.8533333333333334
EN-Tenor-1__pharyngeal__control__0007,EN-Tenor-1,pharyngeal,control,but baby i just need one good one to stay baby i'm bleedin bleedin ehh can't you give me what i'm needin needin <SP>,dont yo let e go a mom de ostra desiro na dalo,1.0,0.8666666666666667
EN-Tenor-1__pharyngeal__control__0005,EN-Tenor-1,pharyngeal,control,lord show me the way <AP> to cut through all his worn out leather <SP>,in de hockibin is so ho cor am fo ln,1.0,0.8571428571428571
EN-Tenor-1__pharyngeal__control__0004,EN-Tenor-1,pharyngeal,control,i bow down to pray <AP> i try to make the worst seem better <SP>,unto thina china filda wt o dounimo,1.0,0.8787878787878788
EN-Tenor-1__pharyngeal__control__0008,EN-Tenor-1,pharyngeal,control,every heartbreak makes it hard to keep the faith but baby i just need one good one good one good one good one good one good one,a hespell far aver wandra her fill now i want thank shalla to mi yeu e  ee e,0.9629629629629629,0.872093023255814
EN-Tenor-1__pharyngeal__control__0001,EN-Tenor-1,pharyngeal,control,you're givin me a million reasons <SP> give me a million reasons givin me a million reasons <AP>,oh do ne m be there some day as yo searching fo,1.0,0.8852459016393442
EN-Tenor-1__pharyngeal__control__0000,EN-Tenor-1,pharyngeal,control,you're giving me a million reasons to let you go <AP> you're giving me a million reasons to quit the show <SP>,tommy som de anger o you happy an de smal on wod,0.95,0.8615384615384616
EN-Tenor-1__pharyngeal__control__0003,EN-Tenor-1,pharyngeal,control,but you're giving me a million reasons <SP> give me a million reasons givin me a million reasons <AP> about a million reasons <SP>,in in a bat times i fear myself tell me something boy,0.9047619047619048,0.8888888888888888
EN-Tenor-1__pharyngeal__control__0006,EN-Tenor-1,pharyngeal,control,i've got a hundred million reasons to walk away <SP>,in nother good times i fon mysellf a lona for chant in linger bad times i fee myself,1.8888888888888888,1.5151515151515151
EN-Tenor-1__pharyngeal__technique__0002,EN-Tenor-1,pharyngeal,technique,about a million reasons <SP> if i had a highway i would run for the hills <AP> if you could find a driveway i'd forever be still <SP>,m fo la in nother good times i found myself a lonay fo chant,0.92,0.84
EN-Tenor-1__pharyngeal__technique__0007,EN-Tenor-1,pharyngeal,technique,but baby i just need one good one to stay <SP> baby i'm bleedin bleedin ehh <SP> can't you give me what i'm needin needin <SP>,donta huletta ye go ah hemon te estra dancing around ulta along,1.0,0.88
EN-Tenor-1__pharyngeal__technique__0005,EN-Tenor-1,pharyngeal,technique,lord show me the way <AP> to cut through all his worn out leather <SP>,on de hacky beness o hharcoor aam fo laaaang,1.0,0.8571428571428571
EN-Tenor-1__pharyngeal__technique__0004,EN-Tenor-1,pharyngeal,technique,i bow down to pray <AP> i try to make the worst seem better <SP>,unc yo tire chan o fithar who ite o do o ne mo,1.0,0.9090909090909091
EN-Tenor-1__pharyngeal__technique__0008,EN-Tenor-1,pharyngeal,technique,every heartbreak makes it hard to keep the faith <SP> but baby i just need one good one good one good one good one good one good one,a spon for raver wandraphil no i was saint shalisu me yeu,0.9629629629629629,0.872093023255814
EN-Tenor-1__pharyngeal__technique__0001,EN-Tenor-1,pharyngeal,technique,you're givin me a million reasons <AP> give me a million reasons givin me a million reasons <AP>,o do e ne ma e thar something als so searching fo,1.0,0.8688524590163934
EN-Tenor-1__pharyngeal__technique__0000,EN-Tenor-1,pharyngeal,technique,you're giving me a million reasons to let you go <AP> you're giving me a million reasons to quit the show <AP>,tell me something go are you happy an a smart onwod,0.85,0.8769230769230769
EN-Tenor-1__pharyngeal__technique__0003,EN-Tenor-1,pharyngeal,technique,but you're giving me a million reasons <AP> give me a million reasons givin me a million reasons <AP> about a million reasons <SP>,and min the bad times i fear mysellf tell me something by,0.9523809523809523,0.8641975308641975
EN-Tenor-1__pharyngeal__technique__0006,EN-Tenor-1,pharyngeal,technique,i've got a hundred million reasons to walk away <SP>,in otheh good tmes i found myself a lonang fo changed in in the bad times i feel myself,2.0,1.5151515151515151
EN-Tenor-1__pharyngeal__control__0002,EN-Tenor-1,pharyngeal,control,just play pretend <AP> like we're not scared of what is coming next <AP>,m fo lng in not a good time s i found myself o low nane fo chaned,1.4166666666666667,0.9545454545454546
EN-Tenor-1__pharyngeal__control__0007,EN-Tenor-1,pharyngeal,control,give me a memory i can use <AP>,dont yo let e go a mom deostra desiro na dalo,1.4285714285714286,1.6666666666666667
EN-Tenor-1__pharyngeal__control__0005,EN-Tenor-1,pharyngeal,control,this is my last night with you <AP>,inde hockibin is so hocor am fo ln,1.0,1.263157894736842
EN-Tenor-1__pharyngeal__control__0004,EN-Tenor-1,pharyngeal,control,<SP> all i ask <AP> is if <AP>,uncho tina china filda wd o dounimo,1.4,2.5
EN-Tenor-1__pharyngeal__control__0008,EN-Tenor-1,pharyngeal,control,take me by the hand while we do what lovers do <AP> it matters how this ends <SP>,a hespell far aver wandra her fill now i want thank shalla to mi yeu e  ee e,1.125,0.9782608695652174
EN-Tenor-1__pharyngeal__control__0001,EN-Tenor-1,pharyngeal,control,they've all been said before you know <AP> so why don't we <AP>,oh do ne m be there some day as yo searching fo,1.0909090909090908,0.9333333333333333
EN-Tenor-1__pharyngeal__control__0000,EN-Tenor-1,pharyngeal,control,<SP> i will leave <AP> my heart at the door <AP> i won't say a word <AP>,tomme som de anger o you happy an de smal don wod,1.0,0.967741935483871
EN-Tenor-1__pharyngeal__control__0003,EN-Tenor-1,pharyngeal,control,or scared of having <AP> nothing left look don't <AP> get me wrong i know <AP> there is no tomorrow <SP>,in in a bat times i fear myself tell me something boy,0.9411764705882353,0.8888888888888888
EN-Tenor-1__pharyngeal__control__0006,EN-Tenor-1,pharyngeal,control,hold me like i'm more than just a friend <AP>,in nother good times i fon mysellf a lona for chant in linger ba times i fee myself,1.8888888888888888,1.7407407407407407
EN-Tenor-1__pharyngeal__technique__0002,EN-Tenor-1,pharyngeal,technique,just play pretend <SP> like we're not scared of what is coming next <AP>,m fo la in other good times i found myself a lonay fo chant,1.1666666666666667,0.9090909090909091
EN-Tenor-1__pharyngeal__technique__0007,EN-Tenor-1,pharyngeal,technique,give me a memory i can use <AP>,donta hletta ye go ah ye mon te estra dancing around alta along,1.8571428571428572,2.2222222222222223
EN-Tenor-1__pharyngeal__technique__0005,EN-Tenor-1,pharyngeal,technique,this is my last night with you <SP>,on de hacky beness o hharcor aam fo laaaang,1.2857142857142858,1.4210526315789473
EN-Tenor-1__pharyngeal__technique__0004,EN-Tenor-1,pharyngeal,technique,<SP> all i ask is if <SP>,unc yo tire chan o fithar who ite o do o ne mo,2.6,2.4
EN-Tenor-1__pharyngeal__technique__0008,EN-Tenor-1,pharyngeal,technique,take me by the hand while we do <AP> what lovers do <AP> it matters how this ends <SP>,a spon for raver wandraphil no i was saint shalisu me yeu,1.0,0.9130434782608695
EN-Tenor-1__pharyngeal__technique__0001,EN-Tenor-1,pharyngeal,technique,they've all been said before you know <SP> so why don't we <SP>,o do e ne ma e thar something al so searching fo,1.0909090909090908,0.9333333333333333
EN-Tenor-1__pharyngeal__technique__0000,EN-Tenor-1,pharyngeal,technique,<SP> i will leave my heart at the door <SP> i won't say a word <SP>,tell me something go ar you happy an a smart onwod,1.0,0.9032258064516129
EN-Tenor-1__pharyngeal__technique__0003,EN-Tenor-1,pharyngeal,technique,or scared of having nothing left look don't <AP> get me wrong i know <SP> there is no tomorrow,and min the bad times i fear mysellf tell me something by,0.9411764705882353,0.9074074074074074
EN-Tenor-1__pharyngeal__technique__0006,EN-Tenor-1,pharyngeal,technique,hold me like i'm more than just a friend <AP>,in otheh good tmes i found myself a loning fo changed in in the bad times i feel myself,2.0,1.8888888888888888
EN-Tenor-1__pharyngeal__control__0010,EN-Tenor-1,pharyngeal,control,when the sun goes down and the band won't play i'll always <AP>,in the song goes tong in the ban warm play iways,0.6666666666666666,0.4594594594594595
EN-Tenor-1__pharyngeal__control__0002,EN-Tenor-1,pharyngeal,control,like california gold <AP> you found the light in me that i couldn't find,m fo lang in not a good time s i found myself a low nane fo chand,1.3076923076923077,0.8297872340425532
EN-Tenor-1__pharyngeal__control__0011,EN-Tenor-1,pharyngeal,control,remember us <AP> this way <AP> way <SP>,remamberas thi suaai wi,1.0,0.75
EN-Tenor-1__pharyngeal__control__0007,EN-Tenor-1,pharyngeal,control,i'll always <AP> remember us this way <AP>,dont yo let e go a mom de ostra desiro na dalo,2.0,1.4285714285714286
EN-Tenor-1__pharyngeal__control__0005,EN-Tenor-1,pharyngeal,control,every time we say goodbye baby it hurts <SP>,in de hockibin is so ho cor am fo ln,1.25,1.0384615384615385
EN-Tenor-1__pharyngeal__control__0004,EN-Tenor-1,pharyngeal,control,the part of me that's you will never die so when i'm all choked up but i can't find the words <AP>,unto thina china filda wt o dounimo,1.0,0.8620689655172413
EN-Tenor-1__pharyngeal__control__0012,EN-Tenor-1,pharyngeal,control,when you look at me <AP> and the whole world fades <AP>,where you lu gambe an the howar fat,0.8,0.6071428571428571
EN-Tenor-1__pharyngeal__control__0008,EN-Tenor-1,pharyngeal,control,oh yeah <SP> i don't wanna be just a memory baby yeah <SP>,a hespell far aver wandra her fill now i want thank shalla to mi yeu e  ee e,1.5454545454545454,1.3666666666666667
EN-Tenor-1__pharyngeal__control__0009,EN-Tenor-1,pharyngeal,control,so when i'm all choked up <AP> but i can't find the words every time we say goodbye baby it hurts <SP>,so in amar charta  can fine a wod every time we say good by baby hed,0.75,0.4067796610169492
EN-Tenor-1__pharyngeal__control__0001,EN-Tenor-1,pharyngeal,control,i wanna catch on fire <SP> it's buried in my soul <SP>,oh do ne m be there some day as yo searching fo,1.2,0.9642857142857143
EN-Tenor-1__pharyngeal__control__0000,EN-Tenor-1,pharyngeal,control,that arizona sky <SP> burning in your eyes <SP> you look at me and babe <SP>,tommy som de anger o you happy an te smal on wod,1.0,0.9
EN-Tenor-1__pharyngeal__control__0013,EN-Tenor-1,pharyngeal,control,i'll always <SP> remember us this way <SP>,i oa's remembers nisway,1.0,0.5238095238095238
EN-Tenor-1__pharyngeal__control__0003,EN-Tenor-1,pharyngeal,control,but all i really know <AP> you're where i wanna go <AP>,in in a bat times i fear myself tell me something boy,1.2,1.2
EN-Tenor-1__pharyngeal__control__0006,EN-Tenor-1,pharyngeal,control,when the sun goes down <AP> and the band won't play <AP>,in nother good times i fim mysellf a lonam foor chaned in linger bat times i fee myself,1.8,1.6666666666666667
EN-Tenor-1__pharyngeal__technique__0010,EN-Tenor-1,pharyngeal,technique,when the sun goes down <AP> and the band won't play <SP> i'll always,when the soong goes down an the baan wont play aloways,0.4166666666666667,0.24324324324324326
EN-Tenor-1__pharyngeal__technique__0002,EN-Tenor-1,pharyngeal,technique,like california gold <AP> you found the light in me that i couldn't find,am fo laan in nother good times i found myself a lonay fo chant,1.0769230769230769,0.851063829787234
EN-Tenor-1__pharyngeal__technique__0011,EN-Tenor-1,pharyngeal,technique,remember us <AP> this way <SP> way,ermam beras isla wa ye,1.0,0.8125
EN-Tenor-1__pharyngeal__technique__0007,EN-Tenor-1,pharyngeal,technique,i'll always remember us this way <SP>,donta huleta yego ah himon ta estra dancing around ulla along,1.8333333333333333,1.9047619047619047
EN-Tenor-1__pharyngeal__technique__0005,EN-Tenor-1,pharyngeal,technique,every time we say goodbye baby it hurts,on de hacky beness o hharcoor aam fo laaaang,1.125,1.0769230769230769
EN-Tenor-1__pharyngeal__technique__0004,EN-Tenor-1,pharyngeal,technique,the part of me that's you will never die so when i'm all choked up but i can't find the words,unc yo tire chan o fithar who ite o do o ne mo,1.0,0.8620689655172413
EN-Tenor-1__pharyngeal__technique__0012,EN-Tenor-1,pharyngeal,technique,when you look at me <AP> and the whole world fades <AP>,when you lok at me and how erfte,0.5,0.39285714285714285
EN-Tenor-1__pharyngeal__technique__0008,EN-Tenor-1,pharyngeal,technique,oh yeah <AP> i don't wanna be just a memory baby yeah <SP>,a spon for raver wandraphil no i was saint shalisu me yeu,1.0909090909090908,1.2
