clean_name,singer_id,technique,group,gt_lyrics,asr_hypothesis,wer,per
EN-Tenor-1__mixed_falsetto__control__0000,EN-Tenor-1,mixed_falsetto,control,i've seen the world done it all had my cake now,a sindowerr downy dough ham my cake now,0.7272727272727273,0.5357142857142857
EN-Tenor-1__mixed_falsetto__technique__0006,EN-Tenor-1,mixed_falsetto,technique,i know you will i know you will i know that you will will you still love me,an know you well an know you wll an know that to we well is tolaw me,0.6111111111111112,0.4634146341463415
EN-Tenor-1__mixed_falsetto__technique__0005,EN-Tenor-1,mixed_falsetto,technique,will you still love me when i got nothing but my aching soul,werl yo still lo me wen im gollot me a my aching so,0.6923076923076923,0.42105263157894735
EN-Tenor-1__mixed_falsetto__technique__0007,EN-Tenor-1,mixed_falsetto,technique,when i'm no longer beautiful,win nan no longer mo ref,0.8,0.55
EN-Tenor-1__mixed_falsetto__technique__0004,EN-Tenor-1,mixed_falsetto,technique,will you still love me when i'm no longer young and beautiful,well you still lo me whouan am o long a yawng biud a fo,0.9166666666666666,0.4
EN-Tenor-1__mixed_falsetto__technique__0003,EN-Tenor-1,mixed_falsetto,technique,the crazy days city lights the way you'd play with me like a child,crazylate seedy lates who e'e you play with me light e child,0.7142857142857143,0.4146341463414634
EN-Tenor-1__mixed_falsetto__technique__0001,EN-Tenor-1,mixed_falsetto,technique,diamonds brilliant and bel air now,taemns prelien em bevere now,0.8333333333333334,0.6
EN-Tenor-1__mixed_falsetto__technique__0002,EN-Tenor-1,mixed_falsetto,technique,hot summer nights mid july when you and i were forever wild,o summer night ma joly when you in di wo   y,0.75,0.47368421052631576
EN-Tenor-1__mixed_falsetto__technique__0000,EN-Tenor-1,mixed_falsetto,technique,i've seen the world done it all had my cake now,a sindo down a do hem my cake now,0.7272727272727273,0.5714285714285714
EN-Tenor-1__mixed_falsetto__technique__0010,EN-Tenor-1,mixed_falsetto,technique,in the shallow shallow in the shallow shallow shallow,in the sahs a hallo in the sass as a hallo,0.7777777777777778,0.5
EN-Tenor-1__mixed_falsetto__technique__0006,EN-Tenor-1,mixed_falsetto,technique,i'm falling in all the good times i find myself longing,i know you well i know you well i know that you w well you still on me,1.5454545454545454,1.0833333333333333
EN-Tenor-1__mixed_falsetto__technique__0005,EN-Tenor-1,mixed_falsetto,technique,or do you need more ain't it hard keeping it so hardcore,well you still lone me wen i got nothing ba my egging so,1.0833333333333333,0.918918918918919
EN-Tenor-1__mixed_falsetto__technique__0007,EN-Tenor-1,mixed_falsetto,technique,for change and in the bad times i fear myself,o wen i'm no longer beo da fo,1.0,0.9032258064516129
EN-Tenor-1__mixed_falsetto__technique__0004,EN-Tenor-1,mixed_falsetto,technique,tell me something boy aren't you tired tryna fill that void,well you still lone me when i'm a longer yarn an beu a fo,1.1818181818181819,0.868421052631579
EN-Tenor-1__mixed_falsetto__technique__0003,EN-Tenor-1,mixed_falsetto,technique,for change and in the bad times i fear myself,the crazy days see the igt the way you play with me like a child,1.4,1.064516129032258
EN-Tenor-1__mixed_falsetto__technique__0001,EN-Tenor-1,mixed_falsetto,technique,or do you need more is there something you're searching,dy a mn's brelyant am ber no,1.0,0.8387096774193549
EN-Tenor-1__mixed_falsetto__technique__0002,EN-Tenor-1,mixed_falsetto,technique,for i'm falling in all the good times i find myself longing,o sommern aeat me julye well you and i were fo ever i,1.0,0.8717948717948718
EN-Tenor-1__mixed_falsetto__technique__0008,EN-Tenor-1,mixed_falsetto,technique,i'm off the deep end watch as i dive in i'll never meet the ground,i'm not a da ban who a jes a dah iven i ne'er a made o gaond,1.0666666666666667,0.6666666666666666
EN-Tenor-1__mixed_falsetto__technique__0009,EN-Tenor-1,mixed_falsetto,technique,crash through the surface where they can't hurt us we're far from the shallow now,crather the serves where they cin hert us we folverm a chel lo no,0.7333333333333333,0.4888888888888889
EN-Tenor-1__mixed_falsetto__technique__0011,EN-Tenor-1,mixed_falsetto,technique,in the shallow shallow we're far from the shallow now,in the saha saha lo we fovem ba sa lo na,0.9,0.7586206896551724
EN-Tenor-1__mixed_falsetto__technique__0000,EN-Tenor-1,mixed_falsetto,technique,tell me something girl are you happy in this modern world,of sin the o down a do hem my cake now,1.0,0.8888888888888888
EN-Tenor-1__mixed_falsetto__control__0010,EN-Tenor-1,mixed_falsetto,control,in the shallow shallow in the shallow shallow shallow,in the saha sahallo in the saha sahasahaalo,0.5555555555555556,0.6071428571428571
EN-Tenor-1__mixed_falsetto__control__0006,EN-Tenor-1,mixed_falsetto,control,i'm falling in all the good times i find myself longing,i know you well i know you well i know that you well were you still low me,1.5454545454545454,1.0
EN-Tenor-1__mixed_falsetto__control__0005,EN-Tenor-1,mixed_falsetto,control,or do you need more ain't it hard keeping it so hardcore,well you' still lone me wen i can nothing ba my aching so,1.0833333333333333,0.918918918918919
EN-Tenor-1__mixed_falsetto__control__0007,EN-Tenor-1,mixed_falsetto,control,for change and in the bad times i fear myself,when i'm no longer beut a f,1.0,0.8387096774193549
EN-Tenor-1__mixed_falsetto__control__0004,EN-Tenor-1,mixed_falsetto,control,tell me something boy aren't you tired tryna fill that void,well you' still lone me wan i'm to loneger yan beauta fo,1.0909090909090908,0.8421052631578947
EN-Tenor-1__mixed_falsetto__control__0003,EN-Tenor-1,mixed_falsetto,control,for change and in the bad times i fear myself,the crazy days see dylat the way you play with me like a child,1.3,1.064516129032258
EN-Tenor-1__mixed_falsetto__control__0001,EN-Tenor-1,mixed_falsetto,control,or do you need more is there something you're searching,tim an freely and em belaiir now,1.0,0.8709677419354839
EN-Tenor-1__mixed_falsetto__control__0002,EN-Tenor-1,mixed_falsetto,control,for i'm falling in all the good times i find myself longing,o summer night me juli when you end i wel for ever li,1.0,0.8717948717948718
EN-Tenor-1__mixed_falsetto__control__0008,EN-Tenor-1,mixed_falsetto,control,i'm off the deep end watch as i dive in i'll never meet the ground,ommod a deep an loc etsata iven thy neme a meter graan,0.9333333333333333,0.5897435897435898
EN-Tenor-1__mixed_falsetto__control__0009,EN-Tenor-1,mixed_falsetto,control,crash through the surface where they can't hurt us we're far from the shallow now,cur to the serface wher they cant curt us we fur from the shatlo no,0.6,0.24444444444444444
EN-Tenor-1__mixed_falsetto__control__0011,EN-Tenor-1,mixed_falsetto,control,in the shallow shallow we're far from the shallow now,in the saha sahallo we fal from the salo na,0.6,0.4482758620689655
EN-Tenor-1__mixed_falsetto__control__0000,EN-Tenor-1,mixed_falsetto,control,tell me something girl are you happy in this modern world,a sindowerr down y dough ham my cake now,1.0,0.8888888888888888
EN-Tenor-1__mixed_falsetto__technique__0010,EN-Tenor-1,mixed_falsetto,technique,in the shallow shallow in the shallow shallow shallow,in the sa ho sa hnlo in the sahasa hasa halo,0.7777777777777778,0.75
EN-Tenor-1__mixed_falsetto__technique__0006,EN-Tenor-1,mixed_falsetto,technique,i'm falling in all the good times i find myself longing,an know you well an know you wll an know that to we well is tolaw me,1.5454545454545454,1.0277777777777777
EN-Tenor-1__mixed_falsetto__technique__0005,EN-Tenor-1,mixed_falsetto,technique,or do you need more ain't it hard keeping it so hardcore,werl yo still lo me wen im gollot me a my aching so,1.0833333333333333,0.9459459459459459
EN-Tenor-1__mixed_falsetto__technique__0007,EN-Tenor-1,mixed_falsetto,technique,for change and in the bad times i fear myself,win nan no longer mo ref,1.0,0.7741935483870968
EN-Tenor-1__mixed_falsetto__technique__0004,EN-Tenor-1,mixed_falsetto,technique,tell me something boy aren't you tired tryna fill that void,well you still lo me whouan am o long a yawng biud a fo,1.1818181818181819,0.868421052631579
EN-Tenor-1__mixed_falsetto__technique__0003,EN-Tenor-1,mixed_falsetto,technique,for change and in the bad times i fear myself,crazylate seedy lates who e'e you play with me light e child,1.2,1.064516129032258
EN-Tenor-1__mixed_falsetto__technique__0001,EN-Tenor-1,mixed_falsetto,technique,or do you need more is there something you're searching,taemns prelien em bevere now,1.0,0.9032258064516129
EN-Tenor-1__mixed_falsetto__technique__0002,EN-Tenor-1,mixed_falsetto,technique,for i'm falling in all the good times i find myself longing,o summer night ma joly when you in di wo   y,1.0,0.8974358974358975
EN-Tenor-1__mixed_falsetto__technique__0008,EN-Tenor-1,mixed_falsetto,technique,i'm off the deep end watch as i dive in i'll never meet the ground,amo the de permu o jassarta heven i ne'er ma e grund,0.9333333333333333,0.6923076923076923
EN-Tenor-1__mixed_falsetto__technique__0009,EN-Tenor-1,mixed_falsetto,technique,crash through the surface where they can't hurt us we're far from the shallow now,o to the surface whore the king had us we'r fall from the shat lona,0.6666666666666666,0.4666666666666667
EN-Tenor-1__mixed_falsetto__technique__0011,EN-Tenor-1,mixed_falsetto,technique,in the shallow shallow we're far from the shallow now,in the sa ha sa halo wer fo fom the salona,0.9,0.6206896551724138
EN-Tenor-1__mixed_falsetto__technique__0000,EN-Tenor-1,mixed_falsetto,technique,tell me something girl are you happy in this modern world,a sindo down a do hem my cake now,1.0,0.8888888888888888
EN-Tenor-1__mixed_falsetto__technique__0005,EN-Tenor-1,mixed_falsetto,technique,you were my town now i'm in exile seeing you out i think i've seen this film before so i'm leaving out the side door,well you still lone me wen i got nothing ba my egging so,0.92,0.8260869565217391
EN-Tenor-1__mixed_falsetto__technique__0004,EN-Tenor-1,mixed_falsetto,technique,you're not my homeland anymore so what am i defending now,well you still lon me when i'm a longer yarn an beu a fo,1.2727272727272727,0.9230769230769231
EN-Tenor-1__mixed_falsetto__technique__0003,EN-Tenor-1,mixed_falsetto,technique,i think i've seen this film before and i didn't like the ending,the crazy days see the igt the way you play with me like a child,1.0769230769230769,0.8809523809523809
EN-Tenor-1__mixed_falsetto__technique__0001,EN-Tenor-1,mixed_falsetto,technique,laughing but the joke's not funny at all and it took you five whole minutes,dy a man's brely ant am beer no,1.0,0.851063829787234
EN-Tenor-1__mixed_falsetto__technique__0002,EN-Tenor-1,mixed_falsetto,technique,to pack us up and leave me with it holding all this love out here in the hall,o sommern naet me julaye whel you and i wer fo ever a,0.9444444444444444,0.8541666666666666
EN-Tenor-1__mixed_falsetto__technique__0000,EN-Tenor-1,mixed_falsetto,technique,i can see you standing honey with his arms around your body,of sin the o down a do hem my cake now,1.0,0.875
EN-Tenor-1__mixed_falsetto__control__0005,EN-Tenor-1,mixed_falsetto,control,you were my town now i'm in exile seeing you out i think i've seen this film before so i'm leaving out the side door,well you' still lone me wen i ga nothing ba my aching so,0.92,0.8115942028985508
EN-Tenor-1__mixed_falsetto__control__0004,EN-Tenor-1,mixed_falsetto,control,you're not my homeland anymore so what am i defending now,well you' still lone me wan i'm to longer yan beauta fo,1.0909090909090908,0.9230769230769231
EN-Tenor-1__mixed_falsetto__control__0003,EN-Tenor-1,mixed_falsetto,control,i think i've seen this film before and i didn't like the ending,the crazy days see dylat the way you play with me like a child,1.0,0.8571428571428571
EN-Tenor-1__mixed_falsetto__control__0001,EN-Tenor-1,mixed_falsetto,control,laughing but the joke's not funny at all and it took you five whole minutes,tim ans freely and em belaiir now,0.9333333333333333,0.8297872340425532
EN-Tenor-1__mixed_falsetto__control__0002,EN-Tenor-1,mixed_falsetto,control,to pack us up and leave me with it holding all this love out here in the hall,o summer night me juli when you end i wel for ever li,0.9444444444444444,0.8541666666666666
EN-Tenor-1__mixed_falsetto__control__0000,EN-Tenor-1,mixed_falsetto,control,i can see you standing honey with his arms around your body,a sindowerr down i douh ham my cake now,1.0,0.85
EN-Tenor-1__mixed_falsetto__technique__0005,EN-Tenor-1,mixed_falsetto,technique,you were my town now i'm in exile seeing you out i think i've seen this film before so i'm leaving out the side door,were yo still lo me wen im gollot me a my aching so,0.92,0.8260869565217391
EN-Tenor-1__mixed_falsetto__technique__0004,EN-Tenor-1,mixed_falsetto,technique,you're not my homeland anymore so what am i defending now,well you still lo me whuan am o long a yawng biud a fo,1.2727272727272727,0.8461538461538461
EN-Tenor-1__mixed_falsetto__technique__0003,EN-Tenor-1,mixed_falsetto,technique,i think i've seen this film before and i didn't like the ending,crazylate seedy lates who e'e you play with me light e child,1.0,0.8809523809523809
EN-Tenor-1__mixed_falsetto__technique__0001,EN-Tenor-1,mixed_falsetto,technique,laughing but the joke's not funny at all and it took you five whole minutes,taemns prelien em betere now,1.0,0.8936170212765957
EN-Tenor-1__mixed_falsetto__technique__0002,EN-Tenor-1,mixed_falsetto,technique,to pack us up and leave me with it holding all this love out here in the hall,o summer night ma joly when you in di wo  y,1.0,0.8541666666666666
EN-Tenor-1__mixed_falsetto__technique__0000,EN-Tenor-1,mixed_falsetto,technique,i can see you standing honey with his arms around your body,a sindo down a do hem my cake now,1.0,0.85
EN-Tenor-1__mixed_falsetto__technique__0006,EN-Tenor-1,mixed_falsetto,technique,now i'm lying on the cold hard ground trouble trouble trouble,i know you well i know you well i know that you w well you still on me,1.6363636363636365,0.9069767441860465
EN-Tenor-1__mixed_falsetto__technique__0005,EN-Tenor-1,mixed_falsetto,technique,so shame on me now flew me to places i'd never been,well you still lone me wen i got nothing ba my egging so,1.0,0.9696969696969697
EN-Tenor-1__mixed_falsetto__technique__0007,EN-Tenor-1,mixed_falsetto,technique,trouble trouble trouble and the saddest fear comes creeping in that you never loved me or her or anyone or anything,o wen i'm no longer beo da fo,1.0,0.9113924050632911
EN-Tenor-1__mixed_falsetto__technique__0004,EN-Tenor-1,mixed_falsetto,technique,till you put me down oh i knew you were trouble when you walked in,well you still lone me when i'm a longer yarn an beu a fo,0.9333333333333333,0.8421052631578947
EN-Tenor-1__mixed_falsetto__technique__0003,EN-Tenor-1,mixed_falsetto,technique,i knew you were trouble when you walked in so shame on me now flew me to places i'd never been,the crazy days see the igt the way you play with me like a child,0.9523809523809523,0.8771929824561403
EN-Tenor-1__mixed_falsetto__technique__0001,EN-Tenor-1,mixed_falsetto,technique,you found me you found me i guess you didn't care and i guess i liked that and when i fell hard you took a step back without me without me,dy a mn's brelyant am ber no,0.967741935483871,0.8620689655172413
EN-Tenor-1__mixed_falsetto__technique__0002,EN-Tenor-1,mixed_falsetto,technique,without me and he's long gone when he's next to me and i realize the blame is on me,o sommern aeat me julye well you and i were fo eever i,0.8947368421052632,0.8181818181818182
EN-Tenor-1__mixed_falsetto__technique__0000,EN-Tenor-1,mixed_falsetto,technique,once upon a time a few mistakes ago i was in your sights you got me alone you found me,of sin the o down a do hem my cake now,1.0,0.8275862068965517
EN-Tenor-1__mixed_falsetto__control__0006,EN-Tenor-1,mixed_falsetto,control,now i'm lying on the cold hard ground trouble trouble trouble,i know you well i know you well i know that you well were you still low me,1.6363636363636365,0.9069767441860465
EN-Tenor-1__mixed_falsetto__control__0005,EN-Tenor-1,mixed_falsetto,control,so shame on me now flew me to places i'd never been,well you' still lone me wen i can nothing ba my aching so,1.0,1.0303030303030303
EN-Tenor-1__mixed_falsetto__control__0007,EN-Tenor-1,mixed_falsetto,control,trouble trouble trouble and the saddest fear comes creeping in that you never loved me or her or anyone or anything,when i'm no longer beut a f,1.0,0.8987341772151899
EN-Tenor-1__mixed_falsetto__control__0004,EN-Tenor-1,mixed_falsetto,control,till you put me down oh i knew you were trouble when you walked in,well you' still lone me wan i'm to loneger yan beauta fo,0.9333333333333333,0.8157894736842105
EN-Tenor-1__mixed_falsetto__control__0003,EN-Tenor-1,mixed_falsetto,control,i knew you were trouble when you walked in so shame on me now flew me to places i'd never been,the crazy days see dylat the way you play with me like a child,0.9523809523809523,0.8771929824561403
EN-Tenor-1__mixed_falsetto__control__0001,EN-Tenor-1,mixed_falsetto,control,you found me you found me i guess you didn't care and i guess i liked that and when i fell hard you took a step back without me without me,tim and freely and em belaiir now,0.9354838709677419,0.8620689655172413
EN-Tenor-1__mixed_falsetto__control__0002,EN-Tenor-1,mixed_falsetto,control,without me and he's long gone when he's next to me and i realize the blame is on me,o summer night me juli when you end i wet for ever li,0.8947368421052632,0.8181818181818182
EN-Tenor-1__mixed_falsetto__control__0000,EN-Tenor-1,mixed_falsetto,control,once upon a time a few mistakes ago i was in your sights you got me alone you found me,a sindowerr downy dough ham my cake now,0.95,0.8793103448275862
EN-Tenor-1__mixed_falsetto__technique__0006,EN-Tenor-1,mixed_falsetto,technique,now i'm lying on the cold hard ground trouble trouble trouble,an know you well an know you wll an know that to we well is tolaw me,1.5454545454545454,0.9069767441860465
EN-Tenor-1__mixed_falsetto__technique__0005,EN-Tenor-1,mixed_falsetto,technique,so shame on me now flew me to places i'd never been,werl yo still lo me wen im gollot me a my aching so,1.0,0.9696969696969697
EN-Tenor-1__mixed_falsetto__technique__0007,EN-Tenor-1,mixed_falsetto,technique,trouble trouble trouble and the saddest fear comes creeping in that you never loved me or her or anyone or anything,win nan no longer mo ref,1.0,0.8860759493670886
EN-Tenor-1__mixed_falsetto__technique__0004,EN-Tenor-1,mixed_falsetto,technique,till you put me down oh i knew you were trouble when you walked in,well you still lo me whuan am o long a yawng biud a fo,0.9333333333333333,0.8157894736842105
EN-Tenor-1__mixed_falsetto__technique__0003,EN-Tenor-1,mixed_falsetto,technique,i knew you were trouble when you walked in so shame on me now flew me to places i'd never been,crazylate seedy lates who e'e you play with me light e child,0.9047619047619048,0.8245614035087719
EN-Tenor-1__mixed_falsetto__technique__0001,EN-Tenor-1,mixed_falsetto,technique,you found me you found me i guess you didn't care and i guess i liked that and when i fell hard you took a step back without me without me,taemns prelien em betere now,1.0,0.896551724137931
EN-Tenor-1__mixed_falsetto__technique__0002,EN-Tenor-1,mixed_falsetto,technique,without me and he's long gone when he's next to me and i realize the blame is on me,o summer night ma joly when you in di wo  y,0.9473684210526315,0.8363636363636363
EN-Tenor-1__mixed_falsetto__technique__0000,EN-Tenor-1,mixed_falsetto,technique,once upon a time a few mistakes ago i was in your sights you got me alone you found me,a sindo down a do hem my cake now,0.95,0.8793103448275862
EN-Tenor-1__mixed_falsetto__technique__0006,EN-Tenor-1,mixed_falsetto,technique,a bloodstain i knew you tried to change the ending peter losing wendy,i know you well i know you well i know that you w well you still on me,1.2307692307692308,0.8666666666666667
EN-Tenor-1__mixed_falsetto__technique__0005,EN-Tenor-1,mixed_falsetto,technique,but now i'm bleeding cause i knew you stepping on the last train marked me like,well you still lone me wen i got nothing ba my egging so,1.0,0.8979591836734694
EN-Tenor-1__mixed_falsetto__technique__0007,EN-Tenor-1,mixed_falsetto,technique,vintage tee brand new phone high heels on cobblestones,o wen i'm no longer beo da fo,1.0,0.8888888888888888
EN-Tenor-1__mixed_falsetto__technique__0004,EN-Tenor-1,mixed_falsetto,technique,was all we needed you drew stars around my scars,well you still lon me when i'm a longer yarn an beu a fo,1.4,1.0
EN-Tenor-1__mixed_falsetto__technique__0003,EN-Tenor-1,mixed_falsetto,technique,you put me on and said i was your favorite to kiss in cars and downtown bars,the crazy days see the igt the way you play with me like a child,1.0,0.9230769230769231
EN-Tenor-1__mixed_falsetto__technique__0001,EN-Tenor-1,mixed_falsetto,technique,i knew you your heartbeat on the high line once in twenty lifetimes,dy a mn's brelyant am ber no,1.0,0.9069767441860465
EN-Tenor-1__mixed_falsetto__technique__0002,EN-Tenor-1,mixed_falsetto,technique,and when i felt like i was an old cardigan under someone's bed,o sommern aeat me julye well you and i were fo ever a,1.0,0.8636363636363636
EN-Tenor-1__mixed_falsetto__technique__0008,EN-Tenor-1,mixed_falsetto,technique,when you are young they assume you know nothing sequin smile black lipstick,im not a da ban who ar jest a dah iven i ne'er a made o gaond,1.3076923076923077,0.8695652173913043
EN-Tenor-1__mixed_falsetto__technique__0009,EN-Tenor-1,mixed_falsetto,technique,sensual politics when you are young they assume you know nothing,crather the serves where they can hert us we folverm a shel lo no,1.2727272727272727,0.926829268292683
EN-Tenor-1__mixed_falsetto__technique__0000,EN-Tenor-1,mixed_falsetto,technique,but i knew you playing hide and seek and giving me your weekends,of sin the o down a do hem my cake now,1.0,0.8095238095238095
EN-Tenor-1__mixed_falsetto__control__0006,EN-Tenor-1,mixed_falsetto,control,a bloodstain i knew you tried to change the ending peter losing wendy,i know you well i know you well i know that you well were you still low me,1.2307692307692308,0.8222222222222222
EN-Tenor-1__mixed_falsetto__control__0005,EN-Tenor-1,mixed_falsetto,control,but now i'm bleeding cause i knew you stepping on the last train marked me like,well you' still lone me wen i can nothing ba my aching so,1.0,0.8775510204081632
EN-Tenor-1__mixed_falsetto__control__0007,EN-Tenor-1,mixed_falsetto,control,vintage tee brand new phone high heels on cobblestones,when i'm no longer beut a f,1.0,0.8333333333333334
EN-Tenor-1__mixed_falsetto__control__0004,EN-Tenor-1,mixed_falsetto,control,was all we needed you drew stars around my scars,well you' still lone me wan i'm to loneger yan beauta fo,1.2,0.9696969696969697
EN-Tenor-1__mixed_falsetto__control__0003,EN-Tenor-1,mixed_falsetto,control,you put me on and said i was your favorite to kiss in cars and downtown bars,the crazy days see dylat the way you play with me like a child,1.0,0.8846153846153846
EN-Tenor-1__mixed_falsetto__control__0001,EN-Tenor-1,mixed_falsetto,control,i knew you your heartbeat on the high line once in twenty lifetimes,tim and freely and em belaiir now,1.0,0.8604651162790697
EN-Tenor-1__mixed_falsetto__control__0002,EN-Tenor-1,mixed_falsetto,control,and when i felt like i was an old cardigan under someone's bed,o summer night me juli when you end i wet for ever li,1.0,0.8863636363636364
EN-Tenor-1__mixed_falsetto__control__0008,EN-Tenor-1,mixed_falsetto,control,when you are young they assume you know nothing sequin smile black lipstick,om mod a deep aan woc etsata hiven thy name a meter gran,1.0,0.9130434782608695
EN-Tenor-1__mixed_falsetto__control__0009,EN-Tenor-1,mixed_falsetto,control,sensual politics when you are young they assume you know nothing,cur tho the serface wher they cant curt us we fur from the shatlo no,1.3636363636363635,0.9512195121951219
EN-Tenor-1__mixed_falsetto__control__0000,EN-Tenor-1,mixed_falsetto,control,but i knew you playing hide and seek and giving me your weekends,a sindowerr downy dough ham my cake now,1.0,0.8333333333333334
EN-Tenor-1__mixed_falsetto__technique__0006,EN-Tenor-1,mixed_falsetto,technique,a bloodstain i knew you tried to change the ending peter losing wendy,an know you well an know you wll an know that to we well is tolaw me,1.2307692307692308,0.8444444444444444
EN-Tenor-1__mixed_falsetto__technique__0005,EN-Tenor-1,mixed_falsetto,technique,but now i'm bleeding cause i knew you stepping on the last train marked me like,werl yo still lo me wen im gollot me a my aching so,1.0,0.8571428571428571
EN-Tenor-1__mixed_falsetto__technique__0007,EN-Tenor-1,mixed_falsetto,technique,vintage tee brand new phone high heels on cobblestones,win nan no longer mo ref,1.0,0.8055555555555556
EN-Tenor-1__mixed_falsetto__technique__0004,EN-Tenor-1,mixed_falsetto,technique,was all we needed you drew stars around my scars,well you still lo me whouan am o long a yawng biud a fo,1.4,1.0
EN-Tenor-1__mixed_falsetto__technique__0003,EN-Tenor-1,mixed_falsetto,technique,you put me on and said i was your favorite to kiss in cars and downtown bars,crazylate seedy lates who e'e you play with me light e child,1.0,0.9038461538461539
EN-Tenor-1__mixed_falsetto__technique__0001,EN-Tenor-1,mixed_falsetto,technique,i knew you your heartbeat on the high line once in twenty lifetimes,taemns prelien em bevere now,1.0,0.9069767441860465
EN-Tenor-1__mixed_falsetto__technique__0002,EN-Tenor-1,mixed_falsetto,technique,and when i felt like i was an old cardigan under someone's bed,o summer night ma joly when you in di wo  y,1.0,0.8181818181818182
EN-Tenor-1__mixed_falsetto__technique__0008,EN-Tenor-1,mixed_falsetto,technique,when you are young they assume you know nothing sequin smile black lipstick,amo the de permu o jassata even i never mad e grund,1.0,0.8478260869565217
EN-Tenor-1__mixed_falsetto__technique__0009,EN-Tenor-1,mixed_falsetto,technique,sensual politics when you are young they assume you know nothing,o tho the serface wor the king had us we fall from the shet lon a,1.4545454545454546,0.926829268292683
EN-Tenor-1__mixed_falsetto__technique__0000,EN-Tenor-1,mixed_falsetto,technique,but i knew you playing hide and seek and giving me your weekends,a sindo down a do hem my cake now,1.0,0.8095238095238095
EN-Tenor-1__mixed_falsetto__technique__0006,EN-Tenor-1,mixed_falsetto,technique,but someday i might someday i might,i know you well i know you well i know that you w well you still on me,2.2857142857142856,1.8571428571428572
EN-Tenor-1__mixed_falsetto__technique__0005,EN-Tenor-1,mixed_falsetto,technique,but i wanna try i don't know how to feel,well you still lone me wen i got nothing ba my egging so,1.2,1.24
EN-Tenor-1__mixed_falsetto__technique__0007,EN-Tenor-1,mixed_falsetto,technique,think i forgot how to be happy something i'm not but,o wen i'm no longer beo da fo,1.0,0.9117647058823529
EN-Tenor-1__mixed_falsetto__technique__0004,EN-Tenor-1,mixed_falsetto,technique,cause i i don't know how to feel,well you still lone me when i'm a longer yarn an beu a fo,1.75,1.8333333333333333
EN-Tenor-1__mixed_falsetto__technique__0003,EN-Tenor-1,mixed_falsetto,technique,turns out i'm not real just something you paid for what was i made for,the crazy days see the igt the way you play with me like a child,1.0,0.8444444444444444
EN-Tenor-1__mixed_falsetto__technique__0001,EN-Tenor-1,mixed_falsetto,technique,but i'm not sure now what i was made for,dy a mn's brelyant am ber no,1.0,0.8461538461538461
